CODIGO_IES;NOME_IES;SIGLA_IES;TIPO_CATEGORIA_ADM;TIPO_ORG_ACADEMICA;REGIAO;UF;CODIGO_MUNICIPIO
17738;Faculdade Cesgranrio;FACESGRANRIO;Privada sem fins lucrativos;Faculdade;Sudeste;Rio de Janeiro;3304557
1767;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS;;Privada com fins lucrativos;Faculdade;Centro-Oeste;Mato Grosso;5107958
1731;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS;;Privada com fins lucrativos;Faculdade;Centro-Oeste;Mato Grosso;5107040
781;FACULDADE DE RONDONÓPOLIS;;Privada com fins lucrativos;Faculdade;Centro-Oeste;Mato Grosso;5107602
1587;FACULDADES INTEGRADAS DE TANGARÁ DA SERRA;FITS;Privada com fins lucrativos;Faculdade;Centro-Oeste;Mato Grosso;5107958
1442;FACULDADE DE DIREITO DE TANGARÁ DA SERRA;;Privada com fins lucrativos;Faculdade;Centro-Oeste;Mato Grosso;5107958
2974;FACULDADE DE CIÊNCIAS JURÍDICAS E SOCIAIS APLICADAS DE PRIMAVERA DO LESTE;;Privada com fins lucrativos;Faculdade;Centro-Oeste;Mato Grosso;5107040
2973;FACULDADE DE CIÊNCIAS HUMANAS E BIOLÓGICAS E DA SAÚDE;;Privada com fins lucrativos;Faculdade;Centro-Oeste;Mato Grosso;5107040
2944;FACULDADE DO SUL;;Privada com fins lucrativos;Faculdade;Nordeste;Bahia;2914802
2794;FACULDADE DE CIÊNCIAS SOCIAIS E HUMANAS SOBRAL PINTO;FAIESP;Privada com fins lucrativos;Faculdade;Centro-Oeste;Mato Grosso;5107602
2791;FACULDADE DE CIÊNCIAS AGRÁRIAS E EXATAS DE PRIMAVERA DO LESTE;;Privada com fins lucrativos;Faculdade;Centro-Oeste;Mato Grosso;5107040
2005;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE SINOP;FACISAS;Privada com fins lucrativos;Faculdade;Centro-Oeste;Mato Grosso;5107909
2754;FACULDADE SÃO PAULO;FSP;Privada com fins lucrativos;Faculdade;Norte;Rondônia;1100288
17749;Faculdade América;América;Privada com fins lucrativos;Faculdade;Sudeste;Espírito Santo;3201209
976;FACULDADES INTEGRADAS DE PONTA PORÃ;FIP;Privada sem fins lucrativos;Faculdade;Centro-Oeste;Mato Grosso do Sul;5006606
940;Faculdades Magsul;FAMAG;Privada sem fins lucrativos;Faculdade;Centro-Oeste;Mato Grosso do Sul;5006606
17758;Faculdade Euclides da Cunha;FAEC;Privada com fins lucrativos;Faculdade;Nordeste;Bahia;2910701
17763;Faculdade SENAI da Paraíba;;Privada sem fins lucrativos;Faculdade;Nordeste;Paraíba;2507507
2266;FACULDADE CAMBURY DE FORMOSA;CAMBURY;Privada com fins lucrativos;Faculdade;Centro-Oeste;Goiás;5208004
18059;FACULDADE SANTO ANTONIO DE QUEIMADAS;FSAQ;Privada com fins lucrativos;Faculdade;Nordeste;Bahia;2925808
2246;FACULDADE METROPOLITANA DE CIENCIAS E TECNOLOGIA;FAMEC;Privada com fins lucrativos;Faculdade;Nordeste;Rio Grande do Norte;2403251
1301;INSTITUTO MATONENSE MUNICIPAL DE ENSINO SUPERIOR;IMMES;Privada sem fins lucrativos;Faculdade;Sudeste;São Paulo;3529302
17831;Faculdade de Tecnologia e Negócios de Catalão;FATENC;Privada com fins lucrativos;Faculdade;Centro-Oeste;Goiás;5205109
17854;FACULDADE CAPITAL FEDERAL;FECAF;Privada com fins lucrativos;Faculdade;Sudeste;São Paulo;3552809
17876;FACULDADE ESPÍRITO SANTO;FAES;Privada sem fins lucrativos;Faculdade;Nordeste;Bahia;2910727
17882;FACULDADE ESCOLA POLITÉCNICA DE INOVAÇÃO E CONHECIMENTO APLICADO;ÉPICA;Privada com fins lucrativos;Faculdade;Sul;Santa Catarina;4202404
17886;Faculdade de Educação Sul do Piauí;;Privada com fins lucrativos;Faculdade;Nordeste;Piauí;2210003
17887;Faculdade de Ciências Médicas de São José dos Campos;;Privada com fins lucrativos;Faculdade;Sudeste;São Paulo;3549904
18253;FACULDADE VALE DO AÇO;FAVALE;Privada com fins lucrativos;Faculdade;Nordeste;Maranhão;2100055
4199;Faculdade JK Brasília - Recanto das Emas II;;Privada sem fins lucrativos;Faculdade;Centro-Oeste;Distrito Federal;5300108
4042;Faculdade JK Brasília - Recanto das Emas;JK BSB RE;Privada com fins lucrativos;Faculdade;Centro-Oeste;Distrito Federal;5300108
18035;Escola Brasileira de Medicina Chinesa;EBRAMEC;Privada sem fins lucrativos;Faculdade;Sudeste;São Paulo;3550308
17926;Faculdade de Ensino Superior Paschoal Dantas;;Privada com fins lucrativos;Faculdade;Sudeste;São Paulo;3550308
19586;FACULDADE UNITÀ;UNITÀ;Privada com fins lucrativos;Faculdade;Sudeste;São Paulo;3509502
17928;Faculdade Aliança Educacional do Estado de São Paulo;;Privada com fins lucrativos;Faculdade;Sudeste;São Paulo;3522505
4632;FACULDADE IDEAU DE CAXIAS DO SUL;IDEAU;Privada com fins lucrativos;Faculdade;Sul;Rio Grande do Sul;4305108
11604;FACULDADE SANTA RITA DE CHAPECÓ;;Privada sem fins lucrativos;Faculdade;Sul;Santa Catarina;4204202
4633;Faculdade IDEAU de Passo Fundo;IDEAU;Privada com fins lucrativos;Faculdade;Sul;Rio Grande do Sul;4314100
13359;FACULDADE IDEAU DE BAGÉ;IDEAU;Privada com fins lucrativos;Faculdade;Sul;Rio Grande do Sul;4301602
18025;FACULDADE DE EDUCAÇÃO SUPERIOR DE CHAPECÓ;FACESC;Privada com fins lucrativos;Faculdade;Sul;Santa Catarina;4204202
19374;FACULDADE SANTA LUZIA;FSL;Privada com fins lucrativos;Faculdade;Nordeste;Maranhão;2109908
17982;Faculdade Rhema;FACUR;Privada com fins lucrativos;Faculdade;Sul;Paraná;4101507
18106;FACULDADE COELHO NETO;FACNET;Privada com fins lucrativos;Faculdade;Nordeste;Maranhão;2105302
18019;Faculdade do Educador;FEDUC;Privada sem fins lucrativos;Faculdade;Sudeste;São Paulo;3550308
18046;FACULDADE ILAPEO;ILAPEO;Privada com fins lucrativos;Faculdade;Sul;Paraná;4106902
18034;Centro de Ensino Superior Riograndese;CESURG;Privada com fins lucrativos;Faculdade;Sul;Rio Grande do Sul;4320107
18062;Faculdade Marechal Rondon;;Privada sem fins lucrativos;Faculdade;Norte;Rondônia;1100304
18067;CISNE - Faculdade Tecnológica de Quixadá;CFTQ;Privada com fins lucrativos;Faculdade;Nordeste;Ceará;2311306
18065;CISNE - FACULDADE DE QUIXADÁ;CFQ;Privada com fins lucrativos;Faculdade;Nordeste;Ceará;2311306
18072;FACULDADE CEAT;FACEAT;Privada sem fins lucrativos;Faculdade;Sudeste;São Paulo;3550308
18051;Faculdades de Ciências e Tecnologia do Nordeste LTDA;FACINE;Privada com fins lucrativos;Faculdade;Nordeste;Ceará;2304400
18073;Faculdade Fasipe Cuiabá;FFC;Privada com fins lucrativos;Faculdade;Centro-Oeste;Mato Grosso;5103403
18077;Faculdade Cosmopolita;;Privada com fins lucrativos;Faculdade;Norte;Pará;1501402
589;UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO;UFERSA;Pública Federal;Universidade;Nordeste;Rio Grande do Norte;2408003
19130;FACULDADE SERRA GERAL;FASG;Privada com fins lucrativos;Faculdade;Sudeste;Minas Gerais;3135100
18148;FACULDADE CONHECIMENTO & CIÊNCIA;FCC;Privada com fins lucrativos;Faculdade;Norte;Pará;1501402
18114;Faculdade Fasipe Mato Grosso;FFMT;Privada com fins lucrativos;Faculdade;Centro-Oeste;Mato Grosso;5103403
18288;Faculdade Latino-americana;FLAM;Privada sem fins lucrativos;Faculdade;Sudeste;São Paulo;3503901
18133;Faculdade Unida de Campinas Goiânia - FACUNICAMPS GOIÂNIA;FACUNICAMPS;Privada com fins lucrativos;Faculdade;Centro-Oeste;Goiás;5208707
18165;Fundação Universidade Virtual do Estado de São Paulo;UNIVESP;Pública Estadual;Universidade;Sudeste;São Paulo;3550308
18167;Faculdade CEPEP;;Privada sem fins lucrativos;Faculdade;Nordeste;Ceará;2304400
18267;FACULDADE INTEGRADA DE GESTÃO E MEIO AMBIENTE;FACIGMA;Privada com fins lucrativos;Faculdade;Nordeste;Pernambuco;2611606
2827;FACULDADE EVANGÉLICA DO PIAUI;FAEPI;Privada com fins lucrativos;Faculdade;Nordeste;Piauí;2211001
21995;Faculdade de Tecnologia Senac Curitiba;;Privada sem fins lucrativos;Faculdade;Sul;Paraná;4106902
21821;Faculdade de Tecnologia Senac Maringá;;Privada sem fins lucrativos;Faculdade;Sul;Paraná;4115200
18319;FACULDADES INTEGRADAS VITAL BRAZIL;FVB;Privada com fins lucrativos;Faculdade;Sudeste;Rio de Janeiro;3304557
1292;Centro Universitário de Adamantina;FAI;Especial;Centro Universitário;Sudeste;São Paulo;3500105
3939;FACULDADE ALIANÇA DE ITABERAI;;Privada com fins lucrativos;Faculdade;Centro-Oeste;Goiás;5210406
18478;Faculdade Paulo Picanço;FACPP;Privada com fins lucrativos;Faculdade;Nordeste;Ceará;2304400
18799;Faculdade Itataia;FACIT;Privada sem fins lucrativos;Faculdade;Nordeste;Ceará;2312205
18463;FACULDADE DE ADMINISTRAÇÃO, HUMANAS E EXATAS;FAHE;Privada com fins lucrativos;Faculdade;Centro-Oeste;Mato Grosso do Sul;5005681
18509;FACULDADE SOLIDÁRIA DE SOBRADINHO;FASOL;Privada sem fins lucrativos;Faculdade;Centro-Oeste;Distrito Federal;5300108
18372;FACULDADE SOLIDARIA DO OESTE PAULISTA;FASOL;Privada sem fins lucrativos;Faculdade;Sudeste;São Paulo;3541406
4780;FACULDADE DE CIÊNCIAS DA SAÚDE DE UNAÍ;FACISA;Privada sem fins lucrativos;Faculdade;Sudeste;Minas Gerais;3170404
2539;FACULDADE EVANGÉLICA DO MEIO NORTE;FAEME;Privada sem fins lucrativos;Faculdade;Nordeste;Maranhão;2103604
652;FACULDADE SANTA CECÍLIA;FASC;Privada sem fins lucrativos;Faculdade;Sudeste;São Paulo;3538006
3365;FACULDADE SÃO FRANCISCO DE JUAZEIRO;FASJ;Privada com fins lucrativos;Faculdade;Nordeste;Bahia;2918407
18440;UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARÁ;UNIFESSPA;Pública Federal;Universidade;Norte;Pará;1504208
19319;FACULDADE METROPOLITANA DE TERESINA;;Privada com fins lucrativos;Faculdade;Nordeste;Piauí;2211001
18703;Faculdade JK Brasília Asa Sul II;JK;Privada com fins lucrativos;Faculdade;Centro-Oeste;Distrito Federal;5300108
18616;FACULDADE ÁGORA - FAG;FAG;Privada com fins lucrativos;Faculdade;Centro-Oeste;Mato Grosso;5102637
18637;Faculdade ImesMercosur;ImesMercosur;Privada sem fins lucrativos;Faculdade;Sudeste;Minas Gerais;3127701
1576;INSTITUTO DE ENSINO SUPERIOR BLAURO CARDOSO DE MATTOS;FASERRA;Privada sem fins lucrativos;Faculdade;Sudeste;Espírito Santo;3205002
18471;Faculdade de Ciências Médicas Aggeu Magalhães;FAMA;Privada com fins lucrativos;Faculdade;Nordeste;Pernambuco;2613909
2041;FACULDADE SUDAMÉRICA;SUDAMÉRICA;Privada sem fins lucrativos;Faculdade;Sudeste;Minas Gerais;3115300
2775;Faculdades Integradas Desembargador Sávio Brandão;FAUSB;Privada com fins lucrativos;Faculdade;Centro-Oeste;Mato Grosso;5108402
2330;Faculdade Cândido Rondon;FCR;Privada com fins lucrativos;Faculdade;Centro-Oeste;Mato Grosso;5103403
15445;FACULDADE DA INDÚSTRIA CURITIBA;FAIND/CTBA;Privada sem fins lucrativos;Faculdade;Sul;Paraná;4106902
1400;FACULDADE DA INDÚSTRIA SÃO JOSÉ DOS PINHAIS;FAIND/SJP;Privada sem fins lucrativos;Faculdade;Sul;Paraná;4125506
18516;FACULDADE MIRIENSE;;Privada com fins lucrativos;Faculdade;Norte;Pará;1503309
18506;UNIVERSIDADE FEDERAL DO OESTE DA BAHIA;UFOB;Pública Federal;Universidade;Nordeste;Bahia;2903201
19408;Faculdade AGES de Jacobina;Faculdade AGES;Privada com fins lucrativos;Faculdade;Nordeste;Bahia;2917508
18735;Faculdade AGES de Lagarto;Faculdade AGES;Privada com fins lucrativos;Faculdade;Nordeste;Sergipe;2803500
18708;Faculdade AGES de Senhor do Bonfim;Faculdade AGES;Privada com fins lucrativos;Faculdade;Nordeste;Bahia;2930105
18700;Faculdade AGES de Jeremoabo;AGES;Privada com fins lucrativos;Faculdade;Nordeste;Bahia;2918100
18646;Faculdade Evolução do Vale do Acaraú;FAEVA;Privada com fins lucrativos;Faculdade;Nordeste;Ceará;2312908
18623;FACULDADE DE ESTUDOS SUPERIORES DO MARANHÃO;FESCEMP;Privada com fins lucrativos;Faculdade;Nordeste;Maranhão;2111300
18659;Faculdade Pitágoras do Ceará;;Privada com fins lucrativos;Faculdade;Nordeste;Ceará;2304400
18636;Faculdade da Região Sisaleira;FARESI;Privada com fins lucrativos;Faculdade;Nordeste;Bahia;2908408
20607;Faculdade de Tecnologia e Ciências - FTC Petrolina;FTC Petrolina;Privada com fins lucrativos;Faculdade;Nordeste;Pernambuco;2611101
20606;Faculdade de Tecnologia e Ciências;FTC Juazeiro;Privada com fins lucrativos;Faculdade;Nordeste;Bahia;2918407
18711;Faculdade de Tecnologia e Ciências;FTC São Paulo;Privada com fins lucrativos;Faculdade;Sudeste;São Paulo;3550308
1738;Faculdade São Lucas Porto Velho;FSL;Privada com fins lucrativos;Faculdade;Norte;Rondônia;1100205
450;Centro Universitário São Lucas Ji-Paraná;UniSL;Privada com fins lucrativos;Centro Universitário;Norte;Rondônia;1100122
18667;FACULDADE SÃO LUCAS DE CAÇAPAVA;FSL;Privada com fins lucrativos;Faculdade;Sudeste;São Paulo;3508504
18684;Faculdade Santa Teresa;;Privada com fins lucrativos;Faculdade;Norte;Amazonas;1302603
18729;Faculdade Latino Americano de Educação;FLAED;Privada com fins lucrativos;Faculdade;Nordeste;Maranhão;2103307
22101;Faculdade de Educação de Patos de Minas;FAEP;Privada com fins lucrativos;Faculdade;Sudeste;Minas Gerais;3148004
18749;Faculdade de Elesbão Veloso;FAEVE;Privada com fins lucrativos;Faculdade;Nordeste;Piauí;2203503
19325;Faculdade do Centro Oeste Paulista;FACOP;Privada com fins lucrativos;Faculdade;Sudeste;São Paulo;3539400
1716;Centro Universitário União das Américas;UNIAMÉRICA;Privada sem fins lucrativos;Centro Universitário;Sul;Paraná;4108304
18759;UNIVERSIDADE FEDERAL DO CARIRI;UFCA;Pública Federal;Universidade;Nordeste;Ceará;2307304
1809;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO;IFPE;Pública Federal;Instituto Federal de Educação, Ciência e Tecnologia;Nordeste;Pernambuco;2611606
1932;FACULDADE PALOTINA;FAPAS;Privada sem fins lucrativos;Faculdade;Sul;Rio Grande do Sul;4316907
18812;UNIVERSIDADE FEDERAL DO SUL DA BAHIA;UFSB;Pública Federal;Universidade;Nordeste;Bahia;2914802
3232;FI - FACULDADE IGUAÇU;FI;Privada com fins lucrativos;Faculdade;Sul;Paraná;4104501
18814;Faculdade Ibiapaba;;Privada com fins lucrativos;Faculdade;Nordeste;Ceará;2313401
12748;FETAC - FACULDADE DE EDUCAÇÃO, TECNOLOGIA E ADMINISTRAÇÃO DE CAARAPÓ;FETAC;Privada com fins lucrativos;Faculdade;Centro-Oeste;Mato Grosso do Sul;5002407
1933;FACULDADE BIRIGUI;FABI;Privada com fins lucrativos;Faculdade;Sudeste;São Paulo;3506508
516;CENTRO UNIVERSITÁRIO DO RIO DE JANEIRO;UNIRJ;Privada sem fins lucrativos;Centro Universitário;Sudeste;Rio de Janeiro;3304557
493;FACULDADE DE EDUCAÇÃO DE GUARATINGUETÁ;FACEG;Privada sem fins lucrativos;Faculdade;Sudeste;São Paulo;3518404
225;FACULDADE DE SANTO ANDRÉ;;Privada sem fins lucrativos;Faculdade;Sudeste;São Paulo;3547809
492;FACULDADE DE ADMINISTRAÇÃO CIÊNCIAS ECON E CONTÁBEIS DE GUARATINGUETÁ;FACEAG;Privada sem fins lucrativos;Faculdade;Sudeste;São Paulo;3518404
1835;Faculdade de Colinas do Tocantins;;Privada com fins lucrativos;Faculdade;Norte;Tocantins;1705508
994;Faculdade de Duque de Caxias;FDC;Privada sem fins lucrativos;Faculdade;Sudeste;Rio de Janeiro;3301702
1816;INSTITUTO DE ENSINO SUPERIOR DE BAURU;IESB;Privada com fins lucrativos;Faculdade;Sudeste;São Paulo;3506003
1804;FACULDADE DE MAUÁ - FAMA;FAMA;Privada sem fins lucrativos;Faculdade;Sudeste;São Paulo;3529401
915;FACULDADE DE ADMINISTRAÇÃO DE FÁTIMA DO SUL;FAFS;Privada sem fins lucrativos;Faculdade;Centro-Oeste;Mato Grosso do Sul;5003801
5217;FACULDADES INTEGRADAS PAULISTA;FIP;Privada com fins lucrativos;Faculdade;Sudeste;São Paulo;3550308
886;FACULDADE DE HORTOLÂNDIA;FACH;Privada com fins lucrativos;Faculdade;Sudeste;São Paulo;3519071
1711;FACULDADE DE PRESIDENTE PRUDENTE;FAPEPE;Privada com fins lucrativos;Faculdade;Sudeste;São Paulo;3541406
1686;FACULDADE BARDDAL DE ARTES APLICADAS;;Privada com fins lucrativos;Faculdade;Sul;Santa Catarina;4205407
4681;FACULDADE CENTRO PAULISTANO;;Privada sem fins lucrativos;Faculdade;Sudeste;São Paulo;3550308
202;FACULDADE DO RIO DE JANEIRO;;Privada com fins lucrativos;Faculdade;Sudeste;Rio de Janeiro;3304557
4442;ESCOLA SUPERIOR PAULISTA DE ADMINISTRAÇÃO - ESPA;ESPA;Privada com fins lucrativos;Faculdade;Sudeste;São Paulo;3518800
4293;FACULDADE DE TIETÊ;;Privada com fins lucrativos;Faculdade;Sudeste;São Paulo;3554508
1619;FACULDADE DE OLÍMPIA;;Privada com fins lucrativos;Faculdade;Sudeste;São Paulo;3533908
416;FACULDADE DE SÃO PAULO;FASP;Privada com fins lucrativos;Faculdade;Sudeste;São Paulo;3550308
779;FACULDADE DE PONTA PORÃ;FAP;Privada com fins lucrativos;Faculdade;Centro-Oeste;Mato Grosso do Sul;5006606
4029;FACULDADE DE SANTA BÁRBARA D'OESTE;FAP;Privada com fins lucrativos;Faculdade;Sudeste;São Paulo;3545803
1581;FACULDADE DE SANTA LUZIA;FACSAL;Privada sem fins lucrativos;Faculdade;Sudeste;Minas Gerais;3157807
1562;FACULDADE DE ILHA SOLTEIRA;FAISA;Privada sem fins lucrativos;Faculdade;Sudeste;São Paulo;3520442
1545;FACULDADE DE BOITUVA;FIB;Privada sem fins lucrativos;Faculdade;Sudeste;São Paulo;3507001
3793;FACULDADE DE FRUTAL;FAF;Privada com fins lucrativos;Faculdade;Sudeste;Minas Gerais;3127107
723;FACULDADE DE ADMINISTRAÇÃO DE ASSIS;FAA;Privada sem fins lucrativos;Faculdade;Sudeste;São Paulo;3504008
3743;FACULDADE DE JACAREÍ;;Privada com fins lucrativos;Faculdade;Sudeste;São Paulo;3524402
722;ESCOLA DE EDUCAÇÃO FÍSICA DE ASSIS;EEFA;Privada sem fins lucrativos;Faculdade;Sudeste;São Paulo;3504008
721;FACULDADE DE EDUCAÇÃO DE ASSIS;FAEDA;Privada sem fins lucrativos;Faculdade;Sudeste;São Paulo;3504008
1465;FACULDADE DE RIBEIRÃO PRETO;AFARP;Privada com fins lucrativos;Faculdade;Sudeste;São Paulo;3543402
1463;FACULDADE DE BARUERI;FCGB;Privada sem fins lucrativos;Faculdade;Sudeste;São Paulo;3505708
3513;FACULDADE DE PRESIDENTE VENCESLAU;FAPREV;Privada com fins lucrativos;Faculdade;Sudeste;São Paulo;3541505
3456;FACULDADE POLITÉCNICA DE CAMPINAS;POLICAMP;Privada sem fins lucrativos;Faculdade;Sudeste;São Paulo;3509502
371;FACULDADE DE MÚSICA CARLOS GOMES;FMCG;Privada com fins lucrativos;Faculdade;Sudeste;São Paulo;3550308
3400;FACULDADE DE PENÁPOLIS;;Privada com fins lucrativos;Faculdade;Sudeste;São Paulo;3537305
1449;FACULDADE DE IBAITI;FEATI;Privada sem fins lucrativos;Faculdade;Sul;Paraná;4109708
3230;FACULDADE LUIZ EDUARDO MAGALHÃES;FILEM;Privada sem fins lucrativos;Faculdade;Nordeste;Bahia;2919553
3186;FACULDADE DE SÃO ROQUE;FAEV;Privada com fins lucrativos;Faculdade;Sudeste;São Paulo;3550605
2927;FACULDADE DE BELO HORIZONTE;FDR;Privada com fins lucrativos;Faculdade;Sudeste;Minas Gerais;3106200
2891;FACULDADE BARÃO DE PIRATININGA;AES;Privada com fins lucrativos;Faculdade;Sudeste;São Paulo;3550605
2879;FACULDADE DE CAIEIRAS;;Privada sem fins lucrativos;Faculdade;Sudeste;São Paulo;3509007
339;FACULDADE DE JOÃO PESSOA (SANTA EMÍLIA DO RODAT);;Privada sem fins lucrativos;Faculdade;Nordeste;Paraíba;2507507
1313;FACULDADE DE SUZANO;UNISUZ;Privada sem fins lucrativos;Faculdade;Sudeste;São Paulo;3552502
1304;FACULDADE DE RIBEIRÃO PIRES;;Privada sem fins lucrativos;Faculdade;Sudeste;São Paulo;3543303
2530;FACULDADE DE GUARULHOS;FAG;Privada com fins lucrativos;Faculdade;Sudeste;São Paulo;3518800
1291;FACULDADE DE SANTO ANTONIO DA PLATINA;;Privada com fins lucrativos;Faculdade;Sul;Paraná;4124103
1275;FACULDADE DO GUARUJÁ;FAGU;Privada com fins lucrativos;Faculdade;Sudeste;São Paulo;3518701
1247;FACULDADE DE CIÊNCIAS CONTÁBEIS DE NOVA ANDRADINA - FACINAN;FACINAN;Privada sem fins lucrativos;Faculdade;Centro-Oeste;Mato Grosso do Sul;5006200
2257;FACULDADE DIADEMA;FAD;Privada sem fins lucrativos;Faculdade;Sudeste;São Paulo;3513801
1213;FACULDADE FLEMING;SEF;Privada sem fins lucrativos;Faculdade;Sudeste;São Paulo;3509502
1212;FACULDADE DE CIÊNCIAS CONTÁBEIS DE ASSIS;FCCA;Privada sem fins lucrativos;Faculdade;Sudeste;São Paulo;3504008
1194;FACULDADE DE TECNOLOGIA DE PONTA PORÃ;FATEP;Privada com fins lucrativos;Faculdade;Centro-Oeste;Mato Grosso do Sul;5006606
17839;FACULDADE DE DRACENA;;Privada com fins lucrativos;Faculdade;Sudeste;São Paulo;3514403
2131;FACULDADE DE SÃO BERNARDO DO CAMPO;FAPAN;Privada com fins lucrativos;Faculdade;Sudeste;São Paulo;3548708
270;FACULDADE DE TUPÃ;;Privada com fins lucrativos;Faculdade;Sudeste;São Paulo;3555000
2054;FACULDADE DE EDUCAÇÃO DE NOVA ANDRADINA;FENA;Privada sem fins lucrativos;Faculdade;Centro-Oeste;Mato Grosso do Sul;5006200
2039;FACULDADE CIDADE LUZ;FACILUZ;Privada com fins lucrativos;Faculdade;Sudeste;São Paulo;3520442
2009;FACULDADE DE TAQUARITINGA;FTGA;Privada com fins lucrativos;Faculdade;Sudeste;São Paulo;3553708
1118;FACULDADE DE MIRASSOL;;Privada com fins lucrativos;Faculdade;Sudeste;São Paulo;3530300
1096;FACULDADE DE PRESIDENTE EPITÁCIO - FAPE;FAPE;Privada com fins lucrativos;Faculdade;Sudeste;São Paulo;3541307
362;FACULDADE PAULISTA DE SERVIÇO SOCIAL;FAPSS-SP.;Privada com fins lucrativos;Faculdade;Sudeste;São Paulo;3550308
18826;Faculdade FILOS;;Privada com fins lucrativos;Faculdade;Centro-Oeste;Goiás;5200258
19210;Faculdades Integradas de Taguaí;FIT;Privada com fins lucrativos;Faculdade;Sudeste;São Paulo;3553005
2015;INSTITUTO SANTO TOMÁS DE AQUINO;ISTA;Privada sem fins lucrativos;Faculdade;Sudeste;Minas Gerais;3106200
19281;FACULDADE ATAME;ATAME;Privada com fins lucrativos;Faculdade;Centro-Oeste;Distrito Federal;5300108
18896;Soberana Faculdade de Saúde de Petrolina;SOBERANA;Privada com fins lucrativos;Faculdade;Nordeste;Pernambuco;2611101
21685;Faculdade Gil Gal;GILGAL;Privada com fins lucrativos;Faculdade;Nordeste;Paraíba;2516201
4889;FACULDADE DE CONCHAS;;Privada com fins lucrativos;Faculdade;Sudeste;São Paulo;3512308
18952;Faculdade FAMART;;Privada com fins lucrativos;Faculdade;Sudeste;Minas Gerais;3133808
19251;FACULDADE PÓLIS CIVITAS;;Privada com fins lucrativos;Faculdade;Sul;Paraná;4106902
19173;FACULDADES INTEGRADAS DO CEARÁ - UniFIC;FACULDADE UniFIC;Privada com fins lucrativos;Faculdade;Nordeste;Ceará;2305506
19049;FACULDADE INTEGRADA DE VILA VELHA;MULTIVIX VILA V;Privada com fins lucrativos;Faculdade;Sudeste;Espírito Santo;3205200
18979;FACULDADE CAPIXABA DE VILA VELHA;MULTIVIX VILA V;Privada com fins lucrativos;Faculdade;Sudeste;Espírito Santo;3205200
19297;FACULDADE PIO DECIMO DE CANINDE DO SAO FRANCISCO;FAPIDE;Privada com fins lucrativos;Faculdade;Nordeste;Sergipe;2801207
18978;Faculdade Rebouças de Campina Grande;;Privada com fins lucrativos;Faculdade;Nordeste;Paraíba;2504009
19196;Faculdade IDD;IDD;Privada com fins lucrativos;Faculdade;Sul;Paraná;4106902
19189;FIP - FACULDADE DE IPORÃ PARANÁ;FIP;Privada com fins lucrativos;Faculdade;Sul;Paraná;4110607
19197;FACULDADE NIP DE CIÊNCIAS APLICADAS;FANIP;Privada sem fins lucrativos;Faculdade;Nordeste;Pernambuco;2611606
19216;FACULDADE METROPOLITANA RECANTO DAS EMAS;FMRE;Privada com fins lucrativos;Faculdade;Centro-Oeste;Distrito Federal;5300108
19198;FACULDADE DE TECNOLOGIA E EDUCAÇÃO DE GOIÁS;FATEG;Privada com fins lucrativos;Faculdade;Centro-Oeste;Goiás;5220454
19287;Faculdade do Centro Maranhense;FCMA;Privada com fins lucrativos;Faculdade;Nordeste;Maranhão;2101608
19219;FACULDADE DO DISTRITO FEDERAL;FACDF;Privada com fins lucrativos;Faculdade;Centro-Oeste;Distrito Federal;5300108
21757;Faculdade Sul Mineira;FASULMG;Privada com fins lucrativos;Faculdade;Sudeste;Minas Gerais;3163706
19716;Faculdade Integral de Jaboatão dos Guararapes;FIJ;Privada com fins lucrativos;Faculdade;Nordeste;Pernambuco;2607901
19369;Faculdade Martinho Lutero;FML;Privada com fins lucrativos;Faculdade;Nordeste;Pernambuco;2611606
1866;Faculdade de Ciências Educacionais e Empresariais de Natal;FACEN;Privada sem fins lucrativos;Faculdade;Nordeste;Rio Grande do Norte;2408102
2514;Faculdade de Ciências Educacionais do Rio Grande do Norte;FACERN;Privada sem fins lucrativos;Faculdade;Nordeste;Rio Grande do Norte;2408102
19853;ATOPP BRASIL FACULDADE DE NEGÓCIOS;ATOPP BRASIL;Privada com fins lucrativos;Faculdade;Sul;Paraná;4113700
19349;Faculdade do Instituto Panamericano;FACIPAN;Privada com fins lucrativos;Faculdade;Centro-Oeste;Mato Grosso;5103403
19348;Faculdade de Tecnologia Ícone;FACTI;Privada com fins lucrativos;Faculdade;Centro-Oeste;Distrito Federal;5300108
19465;Faculdade Metropolitana de Petrolina;FAM;Privada com fins lucrativos;Faculdade;Nordeste;Pernambuco;2611101
19476;EMGE - ESCOLA DE ENGENHARIA;;Privada sem fins lucrativos;Faculdade;Sudeste;Minas Gerais;3106200
20481;Faculdade de Bragança;FABRA;Privada com fins lucrativos;Faculdade;Norte;Pará;1501709
1956;FACULDADE REGIONAL BRASILEIRA - MACEIÓ;IBESA;Privada sem fins lucrativos;Faculdade;Nordeste;Alagoas;2704302
