,NUM_CURSOS,CODIGO_IES,TIPO_CATEGORIA_ADM,REGIAO,UF,DEFICIENCIA_FISICA,DEFICIENCIA_AUDITIVA,DEFICIENCIA_VISUAL,DEFICIENCIA_COGNITIVA,DEFICIENCIA_MULTIPLA,RECURSOS_DEF_FISICA,RECURSOS_DEF_VISUAL,RECURSOS_DEF_AUDITIVA,RECURSOS_DEF_COGNITIVA,RECURSOS_DEF_MULTIPLA
1462,5,3648,1,0,10,2.0,1.0,0.0,0.0,0.0,2.4,3.2,3.2,1.6,1.6
1463,46,3649,1,4,13,53.0,47.0,189.0,4.0,5.0,5.478260869565218,8.195652173913043,7.304347826086956,3.652173913043478,3.652173913043478
1469,7,3688,2,4,13,2.0,2.0,1.0,1.0,0.0,1.7142857142857142,1.4285714285714286,2.0,1.1428571428571428,1.1428571428571428
1477,9,3741,1,1,9,3.0,3.0,9.0,2.0,0.0,3.333333333333333,3.333333333333333,4.4444444444444455,2.2222222222222223,2.2222222222222223
1481,6,3756,1,3,12,1.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
1482,9,3757,1,0,8,2.0,0.0,2.0,1.0,0.0,2.0,2.333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333
1483,11,3758,2,4,23,2.0,2.0,0.0,0.0,0.0,1.0909090909090908,1.4545454545454546,1.8181818181818181,0.7272727272727273,0.7272727272727273
1485,6,3769,1,2,2,1.0,0.0,0.0,1.0,0.0,1.6666666666666667,1.5,1.5,1.0,1.0
1490,6,3777,1,4,13,0.0,1.0,0.0,0.0,0.0,1.0,1.3333333333333333,1.1666666666666667,0.6666666666666666,0.6666666666666666
1492,12,3779,1,3,25,0.0,0.0,0.0,0.0,1.0,0.5,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333
1495,4,3784,1,1,18,0.0,0.0,1.0,0.0,0.0,1.5,2.0,1.75,1.0,1.0
1497,18,3786,1,3,12,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4444444444444444,0.3888888888888889,0.2222222222222222,0.2222222222222222
1500,7,3789,2,0,8,1.0,1.0,3.0,0.0,0.0,3.0,4.285714285714286,4.142857142857143,2.0,2.0
1503,14,3797,1,4,13,1.0,1.0,2.0,0.0,0.0,0.8571428571428571,0.42857142857142855,0.6428571428571429,0.42857142857142855,0.42857142857142855
1504,15,3804,2,4,19,2.0,8.0,3.0,3.0,18.0,2.6666666666666665,4.0,4.666666666666667,2.0,2.0
1505,7,3805,1,1,14,0.0,1.0,1.0,0.0,0.0,1.4285714285714286,0.8571428571428571,1.4285714285714286,0.8571428571428571,0.8571428571428571
1506,6,3815,2,0,10,0.0,0.0,1.0,0.0,0.0,1.0,1.5,1.3333333333333333,0.6666666666666666,0.6666666666666666
1507,27,3817,2,1,14,48.0,0.0,1.0,0.0,0.0,0.0,0.5925925925925926,1.037037037037037,0.0,0.0
1512,51,3840,1,4,23,41.0,14.0,37.0,15.0,2.0,2.392156862745098,2.4901960784313726,2.215686274509804,1.5882352941176472,1.5882352941176472
1513,1,3847,1,1,4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1514,70,3849,4,2,26,104.0,40.0,40.0,13.0,9.0,4.714285714285714,7.071428571428571,6.285714285714287,3.1428571428571432,3.1428571428571432
1515,18,3853,1,1,18,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0
1517,5,3862,2,1,5,4.0,0.0,2.0,6.0,1.0,3.6,4.8,4.8,2.4,2.4
1522,21,3875,2,3,12,5.0,5.0,10.0,0.0,0.0,0.9047619047619048,1.3333333333333333,1.761904761904762,0.4761904761904762,0.4761904761904762
1523,15,3876,1,3,20,16.0,9.0,17.0,1.0,0.0,1.6,1.6,2.4,0.8,0.8
1524,10,3877,1,0,8,1.0,0.0,1.0,1.0,0.0,1.2,1.6,1.5,0.8,0.8
