ID;NOME_CURSO;CONCLUINTES;MATRICULADOS;CODIGO_CURSO;MODALIDADE_ENSINO;DISCIPLINA_INCLUSIVA;id_ies;CODIGO_IES
2839;JORNALISMO;0.0;1.0;65986;Presencial;Libras;115;71
2840;PUBLICIDADE E PROPAGANDA;1.0;3.0;65987;Presencial;Libras;115;71
2841;COMUNICAÇÃO SOCIAL - RADIALISMO;0.0;2.0;65988;Presencial;0;115;71
2842;CIÊNCIAS CONTÁBEIS;0.0;0.0;66193;Presencial;0;115;71
2843;LETRAS - INGLÊS;0.0;0.0;66213;Presencial;0;115;71
2844;MEDICINA;0.0;17.0;72417;Presencial;Libras;115;71
2845;MÚSICA;1.0;2.0;72419;Presencial;Libras;115;71
2846;ENFERMAGEM;0.0;1.0;72429;Presencial;Libras;115;71
2847;EDUCAÇÃO FÍSICA;0.0;1.0;72594;Presencial;Libras;115;71
2848;GEOGRAFIA;0.0;3.0;72598;Presencial;Libras;115;71
2849;ADMINISTRAÇÃO;0.0;3.0;72602;Presencial;Libras;115;71
2850;LETRAS - LÍNGUA PORTUGUESA;0.0;0.0;80683;Presencial;0;115;71
2851;ODONTOLOGIA;2.0;4.0;100063;Presencial;Libras;115;71
2852;ENFERMAGEM;0.0;7.0;100071;Presencial;Libras;115;71
2853;CIÊNCIA DA COMPUTAÇÃO;0.0;0.0;100075;Presencial;0;115;71
2854;DIREITO;0.0;0.0;100103;Presencial;0;115;71
2855;CIÊNCIA DA COMPUTAÇÃO;0.0;0.0;100105;Presencial;0;115;71
2856;MATEMÁTICA;0.0;0.0;100373;Presencial;Libras;115;71
2857;LETRAS - ESPANHOL;0.0;1.0;100429;Presencial;Libras;115;71
2858;LETRAS - ESPANHOL;0.0;0.0;107491;Presencial;0;115;71
2859;HISTÓRIA;0.0;0.0;107500;Presencial;0;115;71
2860;GESTÃO AMBIENTAL;0.0;1.0;113337;Presencial;Libras;115;71
2861;TURISMO;0.0;3.0;117110;Presencial;Libras;115;71
2862;CIÊNCIAS SOCIAIS;0.0;0.0;303567;Presencial;Libras;115;71
2863;CIÊNCIAS BIOLÓGICAS;0.0;0.0;303574;Presencial;Libras;115;71
2864;MATEMÁTICA;0.0;0.0;1147173;Presencial;Libras;115;71
2865;CIÊNCIAS CONTÁBEIS;0.0;0.0;1147177;Presencial;0;115;71
2866;LETRAS - INGLÊS;0.0;0.0;1147179;Presencial;0;115;71
2867;PEDAGOGIA;0.0;0.0;1158598;Presencial;0;115;71
2868;ADMINISTRAÇÃO;0.0;0.0;1158599;Presencial;0;115;71
2869;TURISMO;0.0;0.0;1158600;Presencial;0;115;71
2870;LETRAS - PORTUGUÊS;0.0;1.0;1208951;Presencial;Libras;115;71
2871;EDUCAÇÃO FÍSICA;0.0;6.0;1215159;Presencial;Libras;115;71
2872;CIÊNCIA E TECNOLOGIA;0.0;2.0;1313970;Presencial;Libras;115;71
2873;GEOGRAFIA;0.0;1.0;1313979;Presencial;Libras;115;71
2874;LETRAS - LÍNGUA PORTUGUESA;0.0;1.0;1356725;Curso a distância;Libras;115;71
2875;ADMINISTRAÇÃO;0.0;0.0;84530;Presencial;Libras;116;4356
2876;LETRAS - PORTUGUÊS E INGLÊS;0.0;0.0;3601;Presencial;Libras;117;72
2877;HISTÓRIA;0.0;0.0;3603;Presencial;Libras;117;72
2878;MATEMÁTICA;0.0;0.0;85760;Presencial;Libras;117;72
2879;CIÊNCIAS BIOLÓGICAS;0.0;0.0;85762;Presencial;Libras;117;72
2880;QUÍMICA;0.0;0.0;85764;Presencial;Libras;117;72
2881;PEDAGOGIA;0.0;0.0;1178271;Presencial;Libras;117;72
2882;LETRAS;0.0;1.0;3611;Presencial;0;118;73
2883;HISTÓRIA;0.0;1.0;3612;Presencial;0;118;73
2884;BIOLOGIA;0.0;1.0;3613;Presencial;0;118;73
2885;GEOGRAFIA;0.0;0.0;3614;Presencial;0;118;73
2886;MATEMÁTICA;0.0;0.0;3615;Presencial;0;118;73
2887;PEDAGOGIA;0.0;4.0;1160932;Presencial;0;118;73
2888;GESTÃO COMERCIAL;0.0;0.0;1382951;Presencial;0;118;73
2889;ENGENHARIA CIVIL;0.0;1.0;1481756;Presencial;0;118;73
2890;DIREITO;0.0;1.0;1484101;Presencial;0;118;73
2891;ENFERMAGEM;0.0;7.0;74042;Presencial;0;119;4858
2892;EDUCAÇÃO FÍSICA;0.0;4.0;74082;Presencial;Libras;119;4858
2893;PSICOLOGIA;0.0;2.0;1353994;Presencial;Libras;119;4858
2894;EDUCAÇÃO FÍSICA;0.0;0.0;1353996;Presencial;Libras;119;4858
2895;FARMÁCIA;0.0;1.0;1407028;Presencial;Libras;119;4858
2896;FISIOTERAPIA;0.0;1.0;1408888;Presencial;Libras;119;4858
2897;CIÊNCIAS ECONÔMICAS;0.0;0.0;3658;Presencial;Libras;120;76
2898;ADMINISTRAÇÃO;0.0;1.0;3659;Presencial;Libras;120;76
2899;CIÊNCIAS CONTÁBEIS;0.0;1.0;3660;Presencial;Libras;120;76
2900;EDUCAÇÃO FÍSICA;0.0;4.0;3662;Presencial;Libras;120;76
2901;DIREITO;1.0;2.0;3663;Presencial;Libras;120;76
2902;PEDAGOGIA;0.0;1.0;3664;Presencial;Libras;120;76
2903;ENGENHARIA CIVIL;0.0;0.0;3668;Presencial;Libras;120;76
2904;ENGENHARIA QUÍMICA;0.0;0.0;3669;Presencial;Libras;120;76
2905;CIÊNCIAS SOCIAIS;0.0;0.0;3670;Presencial;Libras;120;76
2906;HISTÓRIA;0.0;0.0;3671;Presencial;Libras;120;76
2907;SERVIÇO SOCIAL;0.0;2.0;3672;Presencial;Libras;120;76
2908;CIÊNCIAS BIOLÓGICAS;0.0;1.0;3673;Presencial;Libras;120;76
2909;QUÍMICA;0.0;1.0;3674;Presencial;Libras;120;76
2910;MATEMÁTICA;0.0;0.0;3675;Presencial;Libras;120;76
2911;CIÊNCIA DA COMPUTAÇÃO;0.0;1.0;3676;Presencial;Libras;120;76
2912;MEDICINA;0.0;1.0;3677;Presencial;Libras;120;76
2913;ENGENHARIA ELÉTRICA;0.0;1.0;3678;Presencial;Libras;120;76
2914;ARQUITETURA E URBANISMO;0.0;2.0;3681;Presencial;Libras;120;76
2915;FISIOTERAPIA;0.0;1.0;3683;Presencial;Libras;120;76
2916;ENGENHARIA FLORESTAL;0.0;0.0;3684;Presencial;Libras;120;76
2917;PSICOLOGIA;2.0;5.0;3685;Presencial;Libras;120;76
2918;CIÊNCIAS DA RELIGIÃO;0.0;0.0;18016;Presencial;Libras;120;76
2919;MODA;0.0;1.0;18017;Presencial;Libras;120;76
2920;TURISMO E LAZER;0.0;0.0;19452;Presencial;Libras;120;76
2921;ODONTOLOGIA;0.0;0.0;19454;Presencial;Libras;120;76
2922;ENGENHARIA DE TELECOMUNICAÇÕES;0.0;0.0;20228;Presencial;0;120;76
2923;FARMÁCIA;0.0;0.0;20229;Presencial;Libras;120;76
2924;ENGENHARIA DE PRODUÇÃO;0.0;0.0;21615;Presencial;Libras;120;76
2925;COMUNICAÇÃO SOCIAL;1.0;1.0;23123;Presencial;Libras;120;76
2926;LETRAS - INGLÊS;0.0;0.0;34683;Presencial;Libras;120;76
2927;SISTEMAS DE INFORMAÇÃO;0.0;0.0;54172;Presencial;Libras;120;76
2928;ENFERMAGEM;0.0;0.0;64642;Presencial;Libras;120;76
2929;DESIGN;0.0;3.0;64650;Presencial;Libras;120;76
2930;NUTRIÇÃO;0.0;1.0;70777;Presencial;Libras;120;76
2931;MEDICINA VETERINÁRIA;0.0;1.0;90053;Presencial;Libras;120;76
2932;MARKETING;0.0;1.0;118200;Presencial;Libras;120;76
2933;EDUCAÇÃO FÍSICA;0.0;1.0;303662;Presencial;Libras;120;76
2934;CIÊNCIAS BIOLÓGICAS;0.0;0.0;303673;Presencial;Libras;120;76
2935;QUÍMICA;0.0;0.0;303674;Presencial;Libras;120;76
2936;COMÉRCIO EXTERIOR;0.0;1.0;1149888;Presencial;Libras;120;76
2937;BIOMEDICINA;0.0;1.0;1172591;Presencial;Libras;120;76
2938;ARTES VISUAIS;1.0;2.0;1178043;Presencial;Libras;120;76
2939;TEATRO;0.0;2.0;1191340;Presencial;Libras;120;76
2940;ENGENHARIA DE ALIMENTOS;0.0;0.0;1206892;Presencial;Libras;120;76
2941;MÚSICA;0.0;1.0;1212035;Presencial;Libras;120;76
2942;JORNALISMO;0.0;0.0;1267282;Presencial;Libras;120;76
2943;ENGENHARIA MECÂNICA;0.0;0.0;1267290;Presencial;Libras;120;76
2944;TURISMO;0.0;0.0;1309688;Curso a distância;Libras;120;76
2945;DANÇA;0.0;0.0;1419803;Presencial;Libras;120;76
2946;FÍSICA;0.0;1.0;1495636;Presencial;Libras;120;76
2947;PEDAGOGIA;0.0;1.0;1495637;Presencial;0;120;76
2948;QUÍMICA;0.0;0.0;1495726;Presencial;Libras;120;76
2949;FÍSICA;0.0;1.0;1495993;Presencial;Libras;120;76
2950;LETRAS - INGLÊS;0.0;1.0;1496068;Presencial;Libras;120;76
2951;CIÊNCIAS BIOLÓGICAS;0.0;0.0;69671;Presencial;Libras;121;78
2952;MATEMÁTICA;0.0;0.0;69673;Presencial;Libras;121;78
2953;LETRAS;0.0;0.0;69675;Presencial;Libras;121;78
2954;HISTÓRIA;0.0;0.0;69677;Presencial;Libras;121;78
2955;PEDAGOGIA;0.0;0.0;69679;Presencial;Libras;121;78
2956;PSICOLOGIA;0.0;0.0;91999;Presencial;Libras;121;78
2957;PEDAGOGIA;0.0;0.0;3760;Presencial;Libras;122;79
2958;DIREITO;0.0;2.0;21511;Presencial;0;122;79
2959;CIÊNCIAS CONTÁBEIS;0.0;1.0;21514;Presencial;0;122;79
2960;PSICOLOGIA;0.0;1.0;105276;Presencial;0;122;79
2961;NUTRIÇÃO;0.0;0.0;116596;Presencial;0;122;79
2962;FISIOTERAPIA;0.0;0.0;150291;Presencial;0;122;79
2963;ODONTOLOGIA;0.0;1.0;1258695;Presencial;0;122;79
2964;ADMINISTRAÇÃO;1.0;4.0;3776;Presencial;Libras;123;80
2965;CIÊNCIAS CONTÁBEIS;0.0;1.0;3777;Presencial;Libras;123;80
2966;CIÊNCIAS CONTÁBEIS;0.0;0.0;20045;Presencial;Libras;123;80
2967;ADMINISTRAÇÃO;0.0;0.0;20046;Presencial;Libras;123;80
2968;PEDAGOGIA;0.0;0.0;20047;Presencial;Libras;123;80
2969;DIREITO;0.0;9.0;20048;Presencial;Libras;123;80
2970;SISTEMAS DE INFORMAÇÃO;0.0;0.0;20985;Presencial;Libras;123;80
2971;ADMINISTRAÇÃO;0.0;1.0;37868;Presencial;Libras;123;80
2972;PSICOLOGIA;0.0;1.0;37895;Presencial;Libras;123;80
2973;ENGENHARIA DE PRODUÇÃO;0.0;0.0;57470;Presencial;Libras;123;80
2974;ENFERMAGEM;0.0;2.0;65771;Presencial;Libras;123;80
2975;CIÊNCIAS ECONÔMICAS;0.0;0.0;67670;Presencial;Libras;123;80
2976;DIREITO;0.0;2.0;67673;Presencial;Libras;123;80
2977;DIREITO;0.0;1.0;75007;Presencial;Libras;123;80
2978;EDUCAÇÃO FÍSICA;0.0;0.0;84852;Presencial;Libras;123;80
2979;DIREITO;0.0;1.0;88388;Presencial;Libras;123;80
2980;EDUCAÇÃO FÍSICA;0.0;4.0;384852;Presencial;Libras;123;80
2981;DESIGN DE INTERIORES;0.0;0.0;1125576;Presencial;Libras;123;80
2982;ENGENHARIA CIVIL;0.0;0.0;1156193;Presencial;Libras;123;80
2983;LETRAS - INGLÊS;0.0;0.0;1190681;Presencial;Libras;123;80
2984;ARQUITETURA E URBANISMO;0.0;1.0;1266142;Presencial;Libras;123;80
2985;ENGENHARIA MECÂNICA;0.0;1.0;1377497;Presencial;Libras;123;80
2986;MEDICINA;0.0;2.0;1385521;Presencial;Libras;123;80
2987;PRODUÇÃO MULTIMÍDIA;1.0;4.0;1403945;Presencial;Libras;123;80
2988;DESIGN - MODA;0.0;0.0;1457073;Presencial;Libras;123;80
2989;FISIOTERAPIA;0.0;3.0;1457664;Presencial;Libras;123;80
2990;ADMINISTRAÇÃO;1.0;2.0;3797;Presencial;0;124;81
2991;CIÊNCIAS CONTÁBEIS;0.0;1.0;3798;Presencial;0;124;81
2992;CIÊNCIAS ECONÔMICAS;0.0;1.0;3800;Presencial;0;124;81
2993;HISTÓRIA;0.0;1.0;3802;Presencial;Libras;124;81
2994;EDUCAÇÃO FÍSICA;1.0;1.0;3808;Presencial;0;124;81
2995;ADMINISTRAÇÃO;0.0;0.0;17876;Presencial;Libras;124;81
2996;DESIGN;0.0;1.0;17943;Presencial;0;124;81
2997;DIREITO;1.0;2.0;17944;Presencial;Libras;124;81
2998;CIÊNCIAS CONTÁBEIS;0.0;1.0;17947;Presencial;Libras;124;81
2999;ODONTOLOGIA;0.0;0.0;19121;Presencial;0;124;81
3000;FARMÁCIA;0.0;1.0;19126;Presencial;0;124;81
3001;MEDICINA;0.0;2.0;20058;Presencial;0;124;81
3002;ARTES VISUAIS;0.0;0.0;20059;Presencial;Libras;124;81
3003;DIREITO;0.0;1.0;20986;Presencial;Libras;124;81
3004;LETRAS - PORTUGUÊS E INGLÊS;0.0;0.0;42055;Presencial;Libras;124;81
3005;LETRAS - LÍNGUA PORTUGUESA;0.0;0.0;42056;Presencial;Libras;124;81
3006;SISTEMAS DE INFORMAÇÃO;0.0;0.0;56757;Presencial;0;124;81
3007;CIÊNCIAS BIOLÓGICAS;0.0;0.0;57444;Presencial;0;124;81
3008;CIÊNCIAS BIOLÓGICAS;1.0;1.0;69586;Presencial;Libras;124;81
3009;ENGENHARIA QUÍMICA;0.0;0.0;85638;Presencial;0;124;81
3010;EDUCAÇÃO FÍSICA;1.0;3.0;92151;Presencial;0;124;81
3011;PSICOLOGIA;0.0;1.0;92245;Presencial;0;124;81
3012;GASTRONOMIA;0.0;0.0;103650;Presencial;0;124;81
3013;COMÉRCIO EXTERIOR;1.0;1.0;103782;Presencial;0;124;81
3014;EDUCAÇÃO FÍSICA;0.0;0.0;117010;Presencial;Libras;124;81
3015;ENGENHARIA MECÂNICA;0.0;4.0;119426;Presencial;0;124;81
3016;PEDAGOGIA;1.0;1.0;122910;Presencial;Libras;124;81
3017;GESTÃO COMERCIAL;0.0;0.0;122912;Presencial;Libras;124;81
3018;ENGENHARIA DE PRODUÇÃO;0.0;2.0;150196;Presencial;0;124;81
3019;ENGENHARIA AMBIENTAL E SANITÁRIA;0.0;1.0;150200;Presencial;0;124;81
3020;ENGENHARIA MECÂNICA;0.0;0.0;1153104;Presencial;Libras;124;81
3021;PUBLICIDADE E PROPAGANDA;0.0;0.0;1185978;Presencial;0;124;81
3022;ENGENHARIA CIVIL;0.0;0.0;1202576;Presencial;0;124;81
3023;FOTOGRAFIA;0.0;0.0;1202581;Presencial;0;124;81
3024;ENGENHARIA DE SOFTWARE;0.0;0.0;1262472;Presencial;0;124;81
3025;CIÊNCIAS BIOLÓGICAS;0.0;0.0;1266376;Presencial;0;124;81
3026;ENFERMAGEM;0.0;0.0;1358265;Presencial;0;124;81
3027;PSICOLOGIA;0.0;0.0;1386445;Presencial;Libras;124;81
3028;GESTÃO DE RECURSOS HUMANOS;0.0;0.0;1445474;Curso a distância;0;124;81
3029;GESTÃO COMERCIAL;0.0;0.0;1445477;Curso a distância;0;124;81
3030;GESTÃO DA PRODUÇÃO INDUSTRIAL;0.0;0.0;1445478;Curso a distância;0;124;81
3031;GESTÃO DA QUALIDADE;0.0;0.0;1445479;Curso a distância;0;124;81
3032;GESTÃO FINANCEIRA;0.0;0.0;1445481;Curso a distância;0;124;81
3033;LOGÍSTICA;0.0;0.0;1445482;Curso a distância;0;124;81
3034;MARKETING;0.0;2.0;1445483;Curso a distância;0;124;81
3035;PROCESSOS GERENCIAIS;0.0;3.0;1445485;Curso a distância;0;124;81
3036;ENGENHARIA CIVIL;0.0;0.0;1458695;Curso a distância;0;124;81
3037;ENGENHARIA DE PRODUÇÃO;0.0;0.0;1458697;Curso a distância;0;124;81
3038;ENGENHARIA ELÉTRICA;0.0;0.0;1458698;Curso a distância;0;124;81
3039;ENGENHARIA QUÍMICA;0.0;0.0;1458699;Curso a distância;0;124;81
3040;NATUROLOGIA;0.0;0.0;1483785;Presencial;0;124;81
3041;CIÊNCIAS CONTÁBEIS;0.0;1.0;1484135;Curso a distância;0;124;81
3042;ADMINISTRAÇÃO;0.0;0.0;1484137;Curso a distância;0;124;81
3043;ARQUITETURA E URBANISMO;0.0;0.0;1485174;Presencial;Libras;124;81
3044;LETRAS - INGLÊS;0.0;0.0;1485615;Presencial;Libras;124;81
3045;QUÍMICA;0.0;0.0;1485617;Presencial;Libras;124;81
3046;EDUCAÇÃO ESCOLAR QUILOMBOLA;0.0;0.0;1536202;Presencial;Libras;124;81
3047;ENGENHARIA ELÉTRICA;0.0;0.0;2500116;Presencial;Libras;124;81
3048;ARQUITETURA E URBANISMO;0.0;0.0;5001003;Presencial;0;124;81
3049;ADMINISTRAÇÃO;1.0;5.0;3825;Presencial;Libras;125;82
3050;CIÊNCIAS CONTÁBEIS;1.0;1.0;3826;Presencial;Libras;125;82
3051;DIREITO;1.0;6.0;3828;Presencial;Libras;125;82
3052;CIÊNCIAS CONTÁBEIS;0.0;0.0;3831;Presencial;Libras;125;82
3053;ADMINISTRAÇÃO;0.0;2.0;3833;Presencial;Libras;125;82
3054;DIREITO;0.0;5.0;3835;Presencial;Libras;125;82
3055;ADMINISTRAÇÃO;1.0;1.0;3841;Presencial;Libras;125;82
3056;CIÊNCIAS CONTÁBEIS;0.0;2.0;3842;Presencial;Libras;125;82
3057;PEDAGOGIA;0.0;0.0;3843;Presencial;Libras;125;82
3058;CIÊNCIA DA COMPUTAÇÃO;0.0;0.0;3859;Presencial;Libras;125;82
3059;PSICOLOGIA;1.0;3.0;3860;Presencial;Libras;125;82
3060;CIÊNCIAS CONTÁBEIS;0.0;0.0;3861;Presencial;Libras;125;82
3061;ADMINISTRAÇÃO;1.0;2.0;3862;Presencial;Libras;125;82
3062;DIREITO;2.0;7.0;17988;Presencial;Libras;125;82
3063;ADMINISTRAÇÃO;0.0;0.0;17992;Presencial;Libras;125;82
3064;ADMINISTRAÇÃO;1.0;3.0;17994;Presencial;Libras;125;82
3065;PEDAGOGIA;1.0;1.0;19407;Presencial;Libras;125;82
3066;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;0.0;0.0;19415;Presencial;Libras;125;82
3067;EDUCAÇÃO FÍSICA;0.0;0.0;20990;Presencial;Libras;125;82
3068;EDUCAÇÃO FÍSICA;1.0;1.0;20991;Presencial;Libras;125;82
3069;EDUCAÇÃO FÍSICA;0.0;1.0;20992;Presencial;Libras;125;82
3070;ARQUITETURA E URBANISMO;0.0;0.0;21000;Presencial;Libras;125;82
3071;FISIOTERAPIA;0.0;5.0;21001;Presencial;Libras;125;82
3072;ENGENHARIA CIVIL;0.0;2.0;21963;Presencial;Libras;125;82
3073;DIREITO;2.0;5.0;21985;Presencial;Libras;125;82
3074;ODONTOLOGIA;1.0;1.0;21986;Presencial;Libras;125;82
3075;PUBLICIDADE E PROPAGANDA;0.0;0.0;35789;Presencial;Libras;125;82
3076;FARMÁCIA;0.0;1.0;40366;Presencial;Libras;125;82
3077;DESIGN;0.0;0.0;40399;Presencial;Libras;125;82
3078;DESIGN;0.0;1.0;51987;Presencial;Libras;125;82
3079;ENGENHARIA ELÉTRICA;0.0;0.0;51993;Presencial;Libras;125;82
3080;EDUCAÇÃO FÍSICA;2.0;3.0;51995;Presencial;Libras;125;82
3081;MEDICINA VETERINÁRIA;0.0;2.0;60216;Presencial;Libras;125;82
3082;BIOTECNOLOGIA INDUSTRIAL;0.0;2.0;61020;Presencial;Libras;125;82
3083;PSICOLOGIA;0.0;3.0;63880;Presencial;Libras;125;82
3084;CIÊNCIAS CONTÁBEIS;0.0;0.0;69456;Presencial;Libras;125;82
3085;MEDICINA;0.0;1.0;69624;Presencial;Libras;125;82
3086;PEDAGOGIA;1.0;1.0;70813;Presencial;Libras;125;82
3087;ENGENHARIA FLORESTAL;0.0;0.0;72791;Presencial;Libras;125;82
3088;CIÊNCIAS BIOLÓGICAS;0.0;0.0;72882;Presencial;Libras;125;82
3089;ADMINISTRAÇÃO;2.0;5.0;72886;Presencial;Libras;125;82
3090;AGRONOMIA;0.0;2.0;80031;Presencial;Libras;125;82
3091;DIREITO;0.0;0.0;80636;Presencial;Libras;125;82
3092;CIÊNCIAS BIOLÓGICAS;0.0;0.0;81372;Presencial;Libras;125;82
3093;AGRONOMIA;0.0;1.0;81374;Presencial;Libras;125;82
3094;ENGENHARIA DE ALIMENTOS;1.0;1.0;86778;Presencial;Libras;125;82
3095;ENGENHARIA AMBIENTAL E SANITÁRIA;0.0;0.0;91563;Presencial;Libras;125;82
3096;NUTRIÇÃO;0.0;0.0;91653;Presencial;Libras;125;82
3097;ZOOTECNIA;0.0;1.0;91819;Presencial;Libras;125;82
3098;AGRONOMIA;0.0;4.0;91879;Presencial;Libras;125;82
3099;ENFERMAGEM;0.0;1.0;91895;Presencial;Libras;125;82
3100;ENFERMAGEM;1.0;2.0;106648;Presencial;Libras;125;82
3101;ENGENHARIA DE ALIMENTOS;0.0;0.0;106712;Presencial;Libras;125;82
3102;ENGENHARIA BIOENERGÉTICA;0.0;0.0;106924;Presencial;Libras;125;82
3103;EDUCAÇÃO FÍSICA;0.0;0.0;113274;Presencial;Libras;125;82
3104;ARQUITETURA E URBANISMO;0.0;0.0;115790;Presencial;Libras;125;82
3105;ENGENHARIA DE COMPUTAÇÃO;1.0;2.0;115878;Presencial;Libras;125;82
3106;ADMINISTRAÇÃO;0.0;5.0;121108;Presencial;Libras;125;82
3107;CIÊNCIAS CONTÁBEIS;1.0;1.0;121179;Presencial;Libras;125;82
3108;PSICOLOGIA;0.0;5.0;121183;Presencial;Libras;125;82
3109;DIREITO;0.0;5.0;121187;Presencial;Libras;125;82
3110;SISTEMA DE INFORMAÇÃO;0.0;3.0;121189;Presencial;Libras;125;82
3111;EDUCAÇÃO FÍSICA;0.0;3.0;121192;Presencial;Libras;125;82
3112;PSICOLOGIA;0.0;2.0;121360;Presencial;Libras;125;82
3113;EDUCAÇÃO FÍSICA;0.0;4.0;150067;Presencial;Libras;125;82
3114;PEDAGOGIA;0.0;2.0;150071;Presencial;Libras;125;82
3115;PEDAGOGIA;0.0;1.0;150072;Presencial;Libras;125;82
3116;PSICOLOGIA;1.0;4.0;150073;Presencial;Libras;125;82
3117;INFORMÁTICA;0.0;0.0;150077;Curso a distância;Libras;125;82
3118;FARMÁCIA;0.0;1.0;150247;Presencial;Libras;125;82
3119;DESIGN;0.0;0.0;1166898;Presencial;Libras;125;82
3120;EDUCAÇÃO FÍSICA;0.0;0.0;1167086;Presencial;Libras;125;82
3121;ENGENHARIA MECÂNICA;0.0;2.0;1167512;Presencial;Libras;125;82
3122;ENGENHARIA DE PRODUÇÃO;0.0;2.0;1167584;Presencial;Libras;125;82
3123;PROCESSOS GERENCIAIS;0.0;4.0;1167845;Curso a distância;Libras;125;82
3124;ARQUITETURA E URBANISMO;0.0;0.0;1169147;Presencial;Libras;125;82
3125;ENGENHARIA CIVIL;0.0;1.0;1169181;Presencial;Libras;125;82
3126;CIÊNCIA DA COMPUTAÇÃO;0.0;0.0;1169186;Presencial;Libras;125;82
3127;AGRONOMIA;0.0;0.0;1169189;Presencial;Libras;125;82
3128;ENGENHARIA QUÍMICA;0.0;1.0;1192195;Presencial;Libras;125;82
3129;EDUCAÇÃO FÍSICA;0.0;1.0;1192197;Presencial;Libras;125;82
3130;ENGENHARIA QUÍMICA;0.0;1.0;1214245;Presencial;Libras;125;82
3131;MÚSICA;2.0;3.0;1216220;Presencial;Libras;125;82
3132;ENGENHARIA CIVIL;0.0;1.0;1261755;Presencial;Libras;125;82
3133;MEDICINA VETERINÁRIA;0.0;0.0;1261815;Presencial;Libras;125;82
3134;FORMAÇÃO ESPECÍFICA EM COSMETOLOGIA E ESTÉTICA;0.0;0.0;1262086;Presencial;Libras;125;82
3135;ENGENHARIA CIVIL;0.0;0.0;1266077;Presencial;Libras;125;82
3136;ENGENHARIA DE COMPUTAÇÃO;0.0;1.0;1266079;Presencial;Libras;125;82
3137;ARQUITETURA E URBANISMO;0.0;0.0;1298311;Presencial;Libras;125;82
3138;FISIOTERAPIA;0.0;1.0;1298335;Presencial;Libras;125;82
3139;PSICOLOGIA;0.0;2.0;1298914;Presencial;Libras;125;82
3140;ENFERMAGEM;0.0;0.0;1298915;Presencial;Libras;125;82
3141;FARMÁCIA;0.0;0.0;1298917;Presencial;Libras;125;82
3142;MEDICINA VETERINÁRIA;0.0;3.0;1314144;Presencial;Libras;125;82
3143;RADIOLOGIA;0.0;1.0;1406257;Presencial;Libras;125;82
3144;PEDAGOGIA;0.0;0.0;1420150;Curso a distância;Libras;125;82
3145;EDUCAÇÃO FÍSICA;0.0;1.0;1446218;Presencial;Libras;125;82
3146;QUÍMICA;0.0;0.0;1487691;Presencial;Libras;125;82
3147;FÍSICA;0.0;0.0;1487692;Presencial;Libras;125;82
3148;LETRAS - INGLÊS;0.0;0.0;1487693;Presencial;Libras;125;82
3149;LETRAS - INGLÊS;0.0;0.0;1487697;Presencial;Libras;125;82
3150;CIÊNCIAS CONTÁBEIS;0.0;0.0;48123;Presencial;Libras;126;1783
3151;ADMINISTRAÇÃO;0.0;1.0;48125;Presencial;Libras;126;1783
3152;DIREITO;0.0;1.0;95938;Presencial;Libras;126;1783
3153;PEDAGOGIA;0.0;0.0;100493;Presencial;Libras;126;1783
3154;JORNALISMO;0.0;0.0;119774;Presencial;Libras;126;1783
3155;PSICOLOGIA;0.0;0.0;122807;Presencial;Libras;126;1783
3156;EDUCAÇÃO FÍSICA;0.0;0.0;1029922;Presencial;Libras;126;1783
3157;BIOMEDICINA;0.0;0.0;1179870;Presencial;Libras;126;1783
3158;ENGENHARIA AMBIENTAL E SANITÁRIA;0.0;1.0;1185137;Presencial;Libras;126;1783
3159;HISTÓRIA;0.0;0.0;3925;Presencial;Libras;127;83
3160;DIREITO;4.0;20.0;3926;Presencial;Libras;127;83
3161;ADMINISTRAÇÃO;0.0;5.0;3927;Presencial;Libras;127;83
3162;CIÊNCIAS CONTÁBEIS;0.0;3.0;3929;Presencial;Libras;127;83
3163;ODONTOLOGIA;0.0;1.0;3932;Presencial;Libras;127;83
3164;TURISMO E HOTELARIA;0.0;0.0;3934;Presencial;Libras;127;83
3165;CIÊNCIA DA COMPUTAÇÃO;1.0;2.0;3935;Presencial;Libras;127;83
3166;FONOAUDIOLOGIA;1.0;2.0;3936;Presencial;Libras;127;83
3167;DIREITO;1.0;4.0;3940;Presencial;Libras;127;83
3168;CIÊNCIAS CONTÁBEIS;0.0;0.0;3941;Presencial;Libras;127;83
3169;ADMINISTRAÇÃO;0.0;2.0;3942;Presencial;Libras;127;83
3170;OCEANOGRAFIA;0.0;0.0;3943;Presencial;Libras;127;83
3171;ADMINISTRAÇÃO;0.0;1.0;3946;Presencial;Libras;127;83
3172;FISIOTERAPIA;0.0;0.0;3947;Presencial;Libras;127;83
3173;ARQUITETURA E URBANISMO;0.0;2.0;3948;Presencial;Libras;127;83
3174;NUTRIÇÃO;0.0;2.0;3949;Presencial;Libras;127;83
3175;ENGENHARIA DE COMPUTAÇÃO;0.0;0.0;3952;Presencial;Libras;127;83
3176;CIÊNCIAS BIOLÓGICAS;1.0;4.0;19431;Presencial;Libras;127;83
3177;ENGENHARIA CIVIL;0.0;0.0;19433;Presencial;Libras;127;83
3178;MEDICINA;0.0;2.0;19434;Presencial;Libras;127;83
3179;CIÊNCIA DA COMPUTAÇÃO;0.0;1.0;19437;Presencial;Libras;127;83
