ID;NOME_CURSO;CONCLUINTES;MATRICULADOS;CODIGO_CURSO;MODALIDADE_ENSINO;DISCIPLINA_INCLUSIVA;id_ies;CODIGO_IES
342;HISTÓRIA;0.0;0.0;106418;Curso a distância;Libras;3;3
343;LETRAS - LÍNGUA PORTUGUESA;0.0;1.0;106421;Curso a distância;Libras;3;3
344;ENGENHARIA DE COMPUTAÇÃO;0.0;2.0;116188;Presencial;Libras;3;3
345;CIÊNCIAS ATUARIAIS;0.0;1.0;116192;Presencial;0;3;3
346;BIBLIOTECONOMIA E DOCUMENTAÇÃO;0.0;3.0;116194;Presencial;Libras;3;3
347;COMUNICAÇÃO SOCIAL - AUDIOVISUAL;0.0;0.0;116210;Presencial;Libras;3;3
348;COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA;0.0;0.0;116216;Presencial;Libras;3;3
349;ENGENHARIA ELÉTRICA;0.0;3.0;116220;Presencial;Libras;3;3
350;RELAÇÕES INTERNACIONAIS;0.0;5.0;116324;Presencial;Libras;3;3
351;DESIGN;0.0;2.0;1108064;Presencial;Libras;3;3
352;ENGENHARIA AGRÍCOLA;0.0;0.0;1108065;Presencial;Libras;3;3
353;ENGENHARIA AMBIENTAL E SANITÁRIA;0.0;2.0;1108066;Presencial;Libras;3;3
354;MEDICINA VETERINÁRIA;0.0;3.0;1108067;Presencial;Libras;3;3
355;ENFERMAGEM;0.0;3.0;1108149;Presencial;Libras;3;3
356;MEDICINA;0.0;13.0;1108153;Presencial;Libras;3;3
357;FARMÁCIA;0.0;1.0;1108154;Presencial;Libras;3;3
358;NUTRIÇÃO;0.0;2.0;1108158;Presencial;0;3;3
359;FISIOTERAPIA;0.0;6.0;1108163;Presencial;0;3;3
360;ODONTOLOGIA;0.0;5.0;1108167;Presencial;Libras;3;3
361;FONOAUDIOLOGIA;0.0;0.0;1108170;Presencial;0;3;3
362;TERAPIA OCUPACIONAL;0.0;1.0;1108172;Presencial;Libras;3;3
363;ECOLOGIA;0.0;1.0;1109547;Presencial;Libras;3;3
364;ENGENHARIA DE PETRÓLEO;0.0;2.0;1109548;Presencial;Libras;3;3
365;ADMINISTRAÇÃO PÚBLICA;0.0;0.0;1116573;Curso a distância;Libras;3;3
366;ASTRONOMIA;0.0;0.0;1158648;Presencial;Libras;3;3
367;CIÊNCIAS DA RELIGIÃO;0.0;0.0;1182902;Presencial;Libras;3;3
368;MATEMÁTICA APLICADA E COMPUTACIONAL;0.0;0.0;1182904;Presencial;Libras;3;3
369;LETRAS - LIBRAS;3.0;24.0;1279838;Presencial;Libras;3;3
370;TEATRO;0.0;1.0;1316062;Presencial;Libras;3;3
371;FILOSOFIA;0.0;0.0;1321266;Curso a distância;Libras;3;3
372;LETRAS - ESPANHOL;0.0;0.0;1321267;Curso a distância;Libras;3;3
373;LETRAS - INGLÊS;0.0;0.0;1321268;Curso a distância;Libras;3;3
374;AGROINDÚSTRIA;0.0;1.0;1321449;Presencial;Libras;3;3
375;MEDICINA VETERINÁRIA;0.0;4.0;1321453;Presencial;Libras;3;3
376;ZOOTECNIA;0.0;0.0;1321454;Presencial;0;3;3
377;ENGENHARIA AGRONÔMICA;0.0;0.0;1321455;Presencial;0;3;3
378;CINEMA E AUDIOVISUAL;0.0;3.0;1457514;Presencial;Libras;3;3
379;PUBLICIDADE E PROPAGANDA;0.0;3.0;1457515;Presencial;Libras;3;3
380;DIREITO;0.0;10.0;376;Presencial;Libras;4;4
381;SERVIÇO SOCIAL;0.0;1.0;377;Presencial;Libras;4;4
382;CIÊNCIAS ECONÔMICAS;0.0;5.0;378;Presencial;Libras;4;4
383;MATEMÁTICA;0.0;3.0;379;Presencial;Libras;4;4
384;FILOSOFIA;0.0;2.0;380;Presencial;Libras;4;4
385;PEDAGOGIA;0.0;8.0;381;Presencial;Libras;4;4
386;QUÍMICA;0.0;3.0;382;Presencial;Libras;4;4
387;ENGENHARIA CIVIL;1.0;2.0;383;Presencial;Libras;4;4
388;ENGENHARIA FLORESTAL;0.0;0.0;385;Presencial;Libras;4;4
389;ENGENHARIA DE PESCA;0.0;2.0;386;Presencial;Libras;4;4
390;CIÊNCIAS CONTÁBEIS;0.0;3.0;388;Presencial;Libras;4;4
391;MEDICINA;0.0;15.0;389;Presencial;Libras;4;4
392;FARMÁCIA;0.0;2.0;390;Presencial;Libras;4;4
393;ODONTOLOGIA;0.0;4.0;391;Presencial;Libras;4;4
394;ADMINISTRAÇÃO;0.0;13.0;392;Presencial;Libras;4;4
395;BIBLIOTECONOMIA;1.0;2.0;393;Presencial;Libras;4;4
396;CIÊNCIAS NATURAIS;0.0;4.0;394;Presencial;Libras;4;4
397;COMUNICAÇÃO SOCIAL - JORNALISMO;0.0;0.0;395;Presencial;Libras;4;4
398;EDUCAÇÃO FÍSICA;1.0;2.0;396;Presencial;Libras;4;4
399;FÍSICA;0.0;3.0;397;Presencial;Libras;4;4
400;CIÊNCIAS BIOLÓGICAS;0.0;3.0;398;Presencial;Libras;4;4
401;AGRONOMIA;0.0;1.0;399;Presencial;Libras;4;4
402;ESTATÍSTICA;0.0;0.0;400;Presencial;Libras;4;4
403;GEOLOGIA;0.0;0.0;401;Presencial;Libras;4;4
404;HISTÓRIA;0.0;3.0;402;Presencial;Libras;4;4
405;GEOGRAFIA;1.0;1.0;403;Presencial;Libras;4;4
406;CIÊNCIAS SOCIAIS;0.0;0.0;407;Presencial;Libras;4;4
407;ENFERMAGEM;0.0;1.0;2133;Presencial;Libras;4;4
408;PSICOLOGIA;0.0;0.0;18353;Presencial;Libras;4;4
409;COMUNICAÇÃO SOCIAL - RELAÇÕES PÚBLICAS;0.0;2.0;20252;Presencial;Libras;4;4
410;LETRAS - LÍNGUA E LITERATURA INGLESA;0.0;3.0;27733;Presencial;Libras;4;4
411;LETRAS - LÍNGUA E LITERATURA FRANCESA;0.0;1.0;33083;Presencial;Libras;4;4
412;LETRAS - LÍNGUA E LITERATURA PORTUGUESA;0.0;5.0;34646;Presencial;Libras;4;4
413;CIÊNCIA DA COMPUTAÇÃO;0.0;4.0;62484;Presencial;Libras;4;4
414;MÚSICA;0.0;3.0;62486;Presencial;Libras;4;4
415;ARTES VISUAIS;0.0;5.0;62512;Presencial;Libras;4;4
416;ZOOTECNIA;0.0;1.0;65424;Presencial;Libras;4;4
417;LETRAS - LÍNGUA E LITERATURA ESPANHOLA;0.0;3.0;65426;Presencial;Libras;4;4
418;ENGENHARIA DA COMPUTAÇÃO;0.0;0.0;84288;Presencial;Libras;4;4
419;ENGENHARIA DE PRODUÇÃO;0.0;2.0;84526;Presencial;Libras;4;4
420;LETRAS - PORTUGUÊS E ESPANHOL;0.0;2.0;101606;Presencial;Libras;4;4
421;ADMINISTRAÇÃO;0.0;0.0;101608;Presencial;Libras;4;4
422;CIÊNCIAS AGRÁRIAS E DO AMBIENTE;0.0;0.0;101610;Presencial;Libras;4;4
423;ANTROPOLOGIA;1.0;1.0;101612;Presencial;Libras;4;4
424;PEDAGOGIA;0.0;1.0;101614;Presencial;Libras;4;4
425;CIÊNCIAS - QUÍMICA E BIOLOGIA;0.0;0.0;101618;Presencial;Libras;4;4
426;AGRONOMIA;0.0;2.0;101620;Presencial;Libras;4;4
427;ENGENHARIA AMBIENTAL;0.0;1.0;101622;Presencial;Libras;4;4
428;CIÊNCIAS - QUÍMICA E BIOLOGIA;0.0;2.0;101637;Presencial;Libras;4;4
429;PEDAGOGIA;0.0;4.0;101639;Presencial;Libras;4;4
430;LETRAS - PORTUGUÊS E INGLÊS;0.0;0.0;101641;Presencial;Libras;4;4
431;CIÊNCIAS - MATEMÁTICA E FÍSICA;0.0;2.0;101643;Presencial;Libras;4;4
432;NUTRIÇÃO;1.0;2.0;101645;Presencial;Libras;4;4
433;BIOTECNOLOGIA;1.0;2.0;101647;Presencial;Libras;4;4
434;FISIOTERAPIA;0.0;1.0;101651;Presencial;Libras;4;4
435;ENFERMAGEM;0.0;0.0;101653;Presencial;Libras;4;4
436;CIÊNCIAS - MATEMÁTICA E FÍSICA;0.0;1.0;101655;Presencial;Libras;4;4
437;CIÊNCIAS - QUÍMICA E BIOLOGIA;0.0;1.0;101659;Presencial;Libras;4;4
438;EDUCAÇÃO FÍSICA - TREINAMENTO ESPORTIVO;0.0;0.0;104364;Presencial;Libras;4;4
439;EDUCAÇÃO FÍSICA - PROMOÇÃO EM SAÚDE E LAZER;0.0;3.0;104366;Presencial;Libras;4;4
440;CIÊNCIAS BIOLÓGICAS;0.0;2.0;104368;Curso a distância;Libras;4;4
441;SISTEMA DE INFORMAÇÃO;0.0;2.0;112086;Presencial;Libras;4;4
442;ENGENHARIA DE PRODUÇÃO;0.0;1.0;112088;Presencial;Libras;4;4
443;FARMÁCIA;0.0;3.0;112090;Presencial;Libras;4;4
444;QUÍMICA INDUSTRIAL;0.0;0.0;112092;Presencial;Libras;4;4
445;CIÊNCIAS - QUÍMICA E BIOLOGIA;0.0;3.0;112094;Presencial;Libras;4;4
446;CIÊNCIAS - MATEMÁTICA E FÍSICA;0.0;2.0;112096;Presencial;Libras;4;4
447;SERVIÇO SOCIAL;1.0;4.0;112098;Presencial;Libras;4;4
448;PEDAGOGIA;0.0;2.0;112100;Presencial;Libras;4;4
449;EDUCAÇÃO FÍSICA;0.0;2.0;112102;Presencial;Libras;4;4
450;COMUNICAÇÃO SOCIAL - JORNALISMO;0.0;1.0;112104;Presencial;Libras;4;4
451;ADMINISTRAÇÃO;0.0;2.0;112106;Presencial;Libras;4;4
452;ZOOTECNIA;0.0;1.0;112108;Presencial;Libras;4;4
453;CIÊNCIAS AGRÁRIAS;0.0;5.0;112118;Curso a distância;Libras;4;4
454;ARTES VISUAIS;0.0;2.0;112126;Curso a distância;Libras;4;4
455;FISIOTERAPIA;0.0;2.0;112290;Presencial;Libras;4;4
456;DESIGN;0.0;1.0;116832;Presencial;Libras;4;4
457;ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;0.0;0.0;118408;Presencial;Libras;4;4
458;ENGENHARIA ELÉTRICA - ELETROTÉCNICA;0.0;0.0;118410;Presencial;Libras;4;4
459;ENGENHARIA ELÉTRICA - ELETRÔNICA;0.0;0.0;118412;Presencial;Libras;4;4
460;EDUCAÇÃO FÍSICA;0.0;0.0;122002;Curso a distância;Libras;4;4
461;ENGENHARIA MECÂNICA;0.0;0.0;122628;Presencial;Libras;4;4
462;ENGENHARIA DE MATERIAIS;0.0;1.0;122630;Presencial;Libras;4;4
463;BIOTECNOLOGIA;0.0;1.0;122632;Presencial;Libras;4;4
464;ENGENHARIA DE SOFTWARE;0.0;0.0;122634;Presencial;Libras;4;4
465;ARQUIVOLOGIA;1.0;3.0;122636;Presencial;Libras;4;4
466;ARQUITETURA E URBANISMO;0.0;2.0;122640;Presencial;Libras;4;4
467;ENGENHARIA DE PETRÓLEO E GÁS;0.0;0.0;122642;Presencial;Libras;4;4
468;ENGENHARIA QUÍMICA;0.0;0.0;122644;Presencial;Libras;4;4
469;MATEMÁTICA;0.0;0.0;300379;Presencial;Libras;4;4
470;GEOGRAFIA;0.0;0.0;300403;Presencial;Libras;4;4
471;ARTES VISUAIS;0.0;1.0;1103469;Presencial;Libras;4;4
472;ADMINISTRAÇÃO;0.0;0.0;1104306;Curso a distância;Libras;4;4
473;QUÍMICA;0.0;1.0;1106983;Presencial;Libras;4;4
474;FÍSICA;0.0;2.0;1106984;Presencial;Libras;4;4
475;CIÊNCIAS BIOLÓGICAS;0.0;3.0;1110779;Presencial;Libras;4;4
476;LETRAS - LÍNGUA E LITERATURA JAPONESA;0.0;1.0;1128322;Presencial;Libras;4;4
477;ENGENHARIA DE SOFTWARE;0.0;1.0;1158678;Presencial;Libras;4;4
478;ENGENHARIA DE ALIMENTOS;0.0;1.0;1167036;Presencial;Libras;4;4
479;AGRONOMIA;0.0;3.0;1167330;Presencial;Libras;4;4
480;ENGENHARIA SANITÁRIA;0.0;1.0;1171749;Presencial;Libras;4;4
481;FORMAÇÃO DE PROFESSORES INDÍGENAS;0.0;0.0;1179494;Presencial;0;4;4
482;ADMINISTRAÇÃO PÚBLICA;0.0;4.0;1183006;Curso a distância;Libras;4;4
483;LICENCIATURA INDÍGENA POLÍTICAS EDUCACIONAIS E DESENVOLVIMENTO SUSTENTÁVEL;0.0;0.0;1202516;Presencial;0;4;4
484;LETRAS - LIBRAS;0.0;14.0;1270121;Presencial;Libras;4;4
485;MATEMÁTICA APLICADA;0.0;0.0;5000500;Presencial;Libras;4;4
486;MEDICINA;0.0;1.0;5001406;Presencial;Libras;4;4
487;ENGENHARIA CIVIL;0.0;0.0;586;Presencial;Libras;5;6
488;ENGENHARIA DE MINAS;1.0;4.0;587;Presencial;Libras;5;6
489;ENGENHARIA GEOLÓGICA;0.0;0.0;588;Presencial;Libras;5;6
490;ENGENHARIA METALÚRGICA;0.0;2.0;589;Presencial;Libras;5;6
491;FARMÁCIA;0.0;3.0;590;Presencial;Libras;5;6
492;NUTRIÇÃO;0.0;1.0;591;Presencial;Libras;5;6
493;HISTÓRIA;0.0;3.0;592;Presencial;Libras;5;6
494;LETRAS;1.0;2.0;593;Presencial;Libras;5;6
495;CIÊNCIA DA COMPUTAÇÃO;1.0;3.0;594;Presencial;Libras;5;6
496;FILOSOFIA;0.0;0.0;595;Presencial;Libras;5;6
497;DIREITO;1.0;8.0;596;Presencial;Libras;5;6
498;ENGENHARIA DE PRODUÇÃO;1.0;1.0;18875;Presencial;Libras;5;6
499;CIÊNCIAS BIOLÓGICAS;0.0;2.0;18876;Presencial;Libras;5;6
500;MATEMÁTICA;0.0;0.0;18877;Presencial;Libras;5;6
501;ARTES CÊNICAS;0.0;1.0;21157;Presencial;Libras;5;6
502;MÚSICA;1.0;2.0;21158;Presencial;Libras;5;6
503;QUÍMICA INDUSTRIAL;0.0;0.0;21159;Presencial;Libras;5;6
504;FÍSICA;0.0;2.0;21160;Presencial;Libras;5;6
505;ARTES CÊNICAS;0.0;1.0;41612;Presencial;Libras;5;6
506;TURISMO;0.0;1.0;41622;Presencial;Libras;5;6
507;ENGENHARIA AMBIENTAL;0.0;0.0;41624;Presencial;Libras;5;6
508;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;1.0;6.0;41626;Presencial;Libras;5;6
509;ENGENHARIA DE PRODUÇÃO;0.0;2.0;61560;Presencial;Libras;5;6
510;SISTEMAS DE INFORMAÇÃO;0.0;2.0;80779;Presencial;Libras;5;6
511;MEDICINA;0.0;11.0;103596;Presencial;Libras;5;6
512;ADMINISTRAÇÃO PÚBLICA;0.0;1.0;111502;Curso a distância;Libras;5;6
513;PEDAGOGIA;0.0;5.0;111504;Curso a distância;Libras;5;6
514;MATEMÁTICA;0.0;1.0;111506;Curso a distância;Libras;5;6
515;QUÍMICA;0.0;0.0;112592;Presencial;Libras;5;6
516;ADMINISTRAÇÃO;0.0;5.0;112594;Presencial;Libras;5;6
517;ARQUITETURA E URBANISMO;0.0;1.0;112596;Presencial;Libras;5;6
518;JORNALISMO;0.0;10.0;112598;Presencial;Libras;5;6
519;EDUCAÇÃO FÍSICA;0.0;1.0;112600;Presencial;Libras;5;6
520;ESTATÍSTICA;0.0;0.0;112602;Presencial;Libras;5;6
521;MUSEOLOGIA;0.0;2.0;112604;Presencial;Libras;5;6
522;PEDAGOGIA;0.0;5.0;112606;Presencial;Libras;5;6
523;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;0.0;1.0;121650;Presencial;Libras;5;6
524;ENGENHARIA MECÂNICA;0.0;0.0;121665;Presencial;Libras;5;6
525;SERVIÇO SOCIAL;0.0;2.0;121669;Presencial;Libras;5;6
526;CIÊNCIAS ECONÔMICAS;0.0;0.0;121677;Presencial;Libras;5;6
527;ENGENHARIA DE COMPUTAÇÃO;0.0;4.0;121679;Presencial;Libras;5;6
528;ENGENHARIA ELÉTRICA;0.0;3.0;121681;Presencial;Libras;5;6
529;HISTÓRIA;0.0;1.0;300592;Presencial;Libras;5;6
530;LETRAS;0.0;0.0;300593;Presencial;Libras;5;6
531;FILOSOFIA;0.0;1.0;300595;Presencial;Libras;5;6
532;CIÊNCIAS BIOLÓGICAS;1.0;3.0;318876;Presencial;Libras;5;6
533;MATEMÁTICA;0.0;0.0;318877;Presencial;Libras;5;6
534;EDUCAÇÃO FÍSICA;0.0;1.0;1083188;Presencial;Libras;5;6
535;FÍSICA;0.0;1.0;1168454;Presencial;Libras;5;6
536;GEOGRAFIA;0.0;1.0;1177731;Curso a distância;Libras;5;6
537;ENGENHARIA URBANA;0.0;1.0;1404130;Presencial;Libras;5;6
538;LETRAS - ESTUDOS LITERÁRIOS;0.0;0.0;1484985;Presencial;Libras;5;6
539;LETRAS - TRADUÇÃO;0.0;0.0;1484987;Presencial;Libras;5;6
540;LETRAS - INGLÊS;0.0;0.0;1484989;Presencial;Libras;5;6
541;LETRAS - PORTUGUÊS;0.0;0.0;1484990;Presencial;Libras;5;6
542;FILOSOFIA;0.0;1.0;849;Presencial;Libras;6;10
543;PEDAGOGIA;0.0;3.0;850;Presencial;Libras;6;10
544;EDUCAÇÃO FÍSICA;0.0;3.0;855;Presencial;Libras;6;10
545;DIREITO;2.0;16.0;857;Presencial;Libras;6;10
546;SERVIÇO SOCIAL;0.0;1.0;859;Presencial;Libras;6;10
547;MATEMÁTICA;0.0;1.0;860;Presencial;Libras;6;10
548;CIÊNCIAS BIOLÓGICAS;1.0;3.0;861;Presencial;Libras;6;10
549;ENGENHARIA CIVIL;0.0;8.0;863;Presencial;Libras;6;10
550;ARQUITETURA E URBANISMO;1.0;10.0;864;Presencial;Libras;6;10
551;CIÊNCIA DA COMPUTAÇÃO;0.0;5.0;865;Presencial;Libras;6;10
552;PSICOLOGIA;0.0;8.0;866;Presencial;Libras;6;10
553;ENFERMAGEM;0.0;0.0;867;Presencial;Libras;6;10
554;MEDICINA;0.0;8.0;868;Presencial;Libras;6;10
555;ODONTOLOGIA;0.0;3.0;869;Presencial;Libras;6;10
556;FISIOTERAPIA;1.0;3.0;870;Presencial;Libras;6;10
557;ENGENHARIA DA COMPUTAÇÃO;0.0;4.0;872;Presencial;Libras;6;10
558;ADMINISTRAÇÃO;0.0;0.0;877;Presencial;Libras;6;10
559;ENGENHARIA ELÉTRICA;0.0;0.0;881;Presencial;Libras;6;10
560;CIÊNCIAS CONTÁBEIS;0.0;0.0;882;Presencial;Libras;6;10
561;ENGENHARIA MECÂNICA;0.0;4.0;884;Presencial;Libras;6;10
562;ENGENHARIA QUÍMICA;0.0;2.0;885;Presencial;Libras;6;10
563;AGRONOMIA;0.0;0.0;886;Presencial;Libras;6;10
564;MEDICINA VETERINÁRIA;0.0;0.0;888;Presencial;Libras;6;10
565;SISTEMA DE INFORMAÇÃO;0.0;3.0;18686;Presencial;Libras;6;10
566;ADMINISTRAÇÃO;0.0;0.0;19312;Presencial;Libras;6;10
567;ENGENHARIA MECATRÔNICA;0.0;0.0;19402;Presencial;Libras;6;10
568;ADMINISTRAÇÃO;0.0;5.0;21596;Presencial;Libras;6;10
569;CIÊNCIAS CONTÁBEIS;0.0;1.0;21597;Presencial;Libras;6;10
570;COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA;0.0;2.0;24980;Presencial;Libras;6;10
571;RELAÇÕES PÚBLICAS;0.0;2.0;27102;Presencial;Libras;6;10
572;JORNALISMO;0.0;1.0;28951;Presencial;Libras;6;10
573;TURISMO;0.0;0.0;38376;Presencial;Libras;6;10
574;DESENHO INDUSTRIAL - PROGRAMAÇÃO VISUAL;0.0;0.0;38397;Presencial;Libras;6;10
575;DESENHO INDUSTRIAL - PROJETO DO PRODUTO;0.0;0.0;38398;Presencial;Libras;6;10
576;NUTRIÇÃO;0.0;1.0;38409;Presencial;Libras;6;10
577;LETRAS - PORTUGUÊS E INGLÊS;0.0;1.0;38413;Presencial;Libras;6;10
578;LETRAS - PORTUGUÊS E ESPANHOL;0.0;0.0;38415;Presencial;Libras;6;10
579;LETRAS - PORTUGUÊS;0.0;0.0;38417;Presencial;Libras;6;10
580;DIREITO;0.0;0.0;47028;Presencial;Libras;6;10
581;DIREITO;0.0;0.0;49540;Presencial;Libras;6;10
582;ADMINISTRAÇÃO;0.0;0.0;49548;Presencial;Libras;6;10
583;ENGENHARIA AMBIENTAL;0.0;2.0;50022;Presencial;Libras;6;10
584;TEOLOGIA;3.0;10.0;50077;Presencial;Libras;6;10
585;CIÊNCIAS ECONÔMICAS;0.0;0.0;50158;Presencial;Libras;6;10
586;EDUCAÇÃO FÍSICA;1.0;5.0;57944;Presencial;Libras;6;10
587;ENGENHARIA DE ALIMENTOS;0.0;0.0;57948;Presencial;Libras;6;10
588;ADMINISTRAÇÃO;0.0;0.0;60114;Presencial;0;6;10
589;MEDICINA VETERINÁRIA;0.0;0.0;60123;Presencial;Libras;6;10
590;CIÊNCIAS BIOLÓGICAS;0.0;0.0;60128;Presencial;0;6;10
591;ENGENHARIA DE PRODUÇÃO;0.0;7.0;61337;Presencial;Libras;6;10
592;FARMÁCIA;0.0;0.0;61826;Presencial;Libras;6;10
593;CIÊNCIAS BIOLÓGICAS;0.0;0.0;65171;Presencial;Libras;6;10
594;ENFERMAGEM;0.0;0.0;80608;Presencial;Libras;6;10
595;AGRONOMIA;0.0;0.0;80610;Presencial;Libras;6;10
596;TEOLOGIA;0.0;0.0;80612;Presencial;Libras;6;10
597;ENGENHARIA DE PRODUÇÃO;0.0;0.0;90214;Presencial;Libras;6;10
598;CIÊNCIAS CONTÁBEIS;0.0;0.0;90218;Presencial;Libras;6;10
599;FILOSOFIA;0.0;0.0;92129;Presencial;Libras;6;10
600;PSICOLOGIA;0.0;0.0;100097;Presencial;Libras;6;10
601;ENGENHARIA DE PRODUÇÃO;0.0;0.0;100721;Presencial;Libras;6;10
602;GASTRONOMIA;0.0;1.0;109764;Presencial;Libras;6;10
603;HISTÓRIA;0.0;4.0;109776;Presencial;Libras;6;10
604;QUÍMICA;0.0;1.0;109780;Presencial;Libras;6;10
605;FÍSICA;0.0;0.0;109782;Presencial;Libras;6;10
606;ENGENHARIA FLORESTAL;0.0;0.0;109788;Presencial;Libras;6;10
607;BIOTECNOLOGIA;0.0;1.0;109790;Presencial;Libras;6;10
608;MARKETING;1.0;1.0;118476;Presencial;Libras;6;10
609;DESENHO INDUSTRIAL - DESIGN DIGITAL;0.0;0.0;118904;Presencial;Libras;6;10
610;FARMÁCIA;0.0;0.0;118912;Presencial;Libras;6;10
611;SISTEMAS PARA INTERNET;0.0;0.0;118914;Presencial;0;6;10
612;MEDICINA;0.0;0.0;1059179;Presencial;Libras;6;10
613;PSICOLOGIA;0.0;0.0;1082313;Presencial;Libras;6;10
614;DIREITO;0.0;0.0;1083087;Presencial;Libras;6;10
615;TEATRO;1.0;4.0;1114874;Presencial;Libras;6;10
616;MÚSICA;1.0;1.0;1114875;Presencial;Libras;6;10
617;CIÊNCIAS CONTÁBEIS;0.0;0.0;1114876;Presencial;Libras;6;10
618;ENGENHARIA AMBIENTAL;0.0;0.0;1114877;Presencial;Libras;6;10
619;GESTÃO FINANCEIRA;0.0;0.0;1114878;Presencial;Libras;6;10
620;GESTÃO DA QUALIDADE;0.0;0.0;1114886;Presencial;Libras;6;10
621;LOGÍSTICA;0.0;0.0;1114888;Presencial;Libras;6;10
622;ENGENHARIA ELETRÔNICA;0.0;0.0;1114889;Presencial;Libras;6;10
623;JOGOS DIGITAIS;0.0;4.0;1114891;Presencial;Libras;6;10
624;DESENHO INDUSTRIAL - DESIGN DE MODA;0.0;0.0;1118280;Presencial;Libras;6;10
625;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;0.0;1.0;1264805;Presencial;Libras;6;10
626;DESIGN DE MODA;0.0;1.0;1264879;Presencial;Libras;6;10
627;DESIGN DIGITAL;1.0;4.0;1264881;Presencial;Libras;6;10
628;DESIGN GRÁFICO;0.0;0.0;1264883;Presencial;Libras;6;10
629;DESIGN DE PRODUTO;0.0;0.0;1264885;Presencial;Libras;6;10
630;CIÊNCIAS SOCIAIS;0.0;0.0;1264887;Presencial;Libras;6;10
631;AGRONOMIA;0.0;3.0;1268238;Presencial;Libras;6;10
632;ENGENHARIA FLORESTAL;0.0;1.0;1268240;Presencial;Libras;6;10
633;MEDICINA VETERINÁRIA;0.0;4.0;1268241;Presencial;Libras;6;10
634;PSICOLOGIA;0.0;0.0;1330952;Presencial;Libras;6;10
635;FILOSOFIA;0.0;0.0;1397977;Presencial;Libras;6;10
636;DESIGN;0.0;3.0;1419969;Presencial;Libras;6;10
637;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;0.0;0.0;1427316;Curso a distância;Libras;6;10
638;GESTÃO DE RECURSOS HUMANOS;0.0;0.0;1427317;Curso a distância;Libras;6;10
639;GESTÃO FINANCEIRA;0.0;0.0;1427318;Curso a distância;Libras;6;10
640;LOGÍSTICA;0.0;0.0;1427319;Curso a distância;Libras;6;10
641;GESTÃO HOSPITALAR;0.0;0.0;1427320;Curso a distância;Libras;6;10
642;PROCESSOS GERENCIAIS;0.0;0.0;1427321;Curso a distância;Libras;6;10
643;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;0.0;0.0;1427323;Curso a distância;Libras;6;10
644;GESTÃO COMERCIAL;0.0;0.0;1427325;Curso a distância;Libras;6;10
645;ENGENHARIA BIOMÉDICA;0.0;0.0;1427332;Presencial;Libras;6;10
646;SEGURANÇA DA INFORMAÇÃO;0.0;0.0;1427333;Presencial;0;6;10
647;ENGENHARIA DE MATERIAIS E NANOTECNOLOGIA;0.0;0.0;1428434;Presencial;Libras;6;10
648;GESTÃO DE MARKETING EM MÍDIAS DIGITAIS;0.0;1.0;1428435;Curso a distância;Libras;6;10
649;BIG DATA E INTELIGÊNCIA ANALÍTICA;0.0;1.0;1428437;Curso a distância;Libras;6;10
650;ENGENHARIA DE SOFTWARE;0.0;0.0;1429217;Presencial;Libras;6;10
651;INTERDISCIPLINAR EM CIÊNCIAS E HUMANIDADES - BI/LI;0.0;1.0;1445588;Presencial;Libras;6;10
652;ADMINISTRAÇÃO;0.0;1.0;1453015;Curso a distância;Libras;6;10
653;CIÊNCIAS CONTÁBEIS;0.0;0.0;1453016;Curso a distância;0;6;10
654;LETRAS - PORTUGUÊS E INGLÊS;0.0;0.0;1483448;Curso a distância;Libras;6;10
655;PEDAGOGIA;0.0;0.0;1483449;Curso a distância;Libras;6;10
656;INTERDISCIPLINAR EM NEGÓCIOS;0.0;0.0;1485027;Curso a distância;0;6;10
657;FILOSOFIA;0.0;0.0;950;Presencial;Libras;7;11
658;PSICOLOGIA;0.0;0.0;952;Presencial;Libras;7;11
659;FONOAUDIOLOGIA;0.0;0.0;953;Presencial;Libras;7;11
660;PEDAGOGIA;0.0;0.0;954;Presencial;Libras;7;11
661;HISTÓRIA;0.0;1.0;955;Presencial;Libras;7;11
662;SERVIÇO SOCIAL;0.0;0.0;957;Presencial;Libras;7;11
663;CIÊNCIAS ECONÔMICAS;0.0;0.0;958;Presencial;Libras;7;11
664;CIÊNCIAS CONTÁBEIS;0.0;0.0;959;Presencial;Libras;7;11
665;ADMINISTRAÇÃO;0.0;0.0;960;Presencial;Libras;7;11
666;DIREITO;0.0;1.0;963;Presencial;Libras;7;11
667;ENGENHARIA CIVIL;0.0;1.0;964;Presencial;Libras;7;11
668;MATEMÁTICA;0.0;0.0;965;Presencial;Libras;7;11
669;FÍSICA;0.0;0.0;966;Presencial;Libras;7;11
670;CIÊNCIA DA COMPUTAÇÃO;0.0;0.0;968;Presencial;Libras;7;11
671;ENGENHARIA QUÍMICA;0.0;0.0;970;Presencial;Libras;7;11
672;QUÍMICA;0.0;0.0;971;Presencial;Libras;7;11
673;CIÊNCIAS BIOLÓGICAS;0.0;0.0;972;Presencial;Libras;7;11
