id_ies,cod,nome,categoria,sigla,tipo_organizacao
2109,2944,"FACULDADE DO SUL","Privada com fins lucrativos",,Faculdade
2110,2794,"FACULDADE DE CIÊNCIAS SOCIAIS E HUMANAS SOBRAL PINTO","Privada com fins lucrativos",FAIESP,Faculdade
2111,2791,"FACULDADE DE CIÊNCIAS AGRÁRIAS E EXATAS DE PRIMAVERA DO LESTE","Privada com fins lucrativos",,Faculdade
2112,2005,"FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE SINOP","Privada com fins lucrativos",FACISAS,Faculdade
2113,2754,"FACULDADE SÃO PAULO","Privada com fins lucrativos",FSP,Faculdade
2114,17749,"Faculdade América","Privada com fins lucrativos",América,Faculdade
2115,976,"FACULDADES INTEGRADAS DE PONTA PORÃ","Privada sem fins lucrativos",FIP,Faculdade
2116,940,"Faculdades Magsul","Privada sem fins lucrativos",FAMAG,Faculdade
2117,17758,"Faculdade Euclides da Cunha","Privada com fins lucrativos",FAEC,Faculdade
2118,17763,"Faculdade SENAI da Paraíba","Privada sem fins lucrativos",,Faculdade
2119,2266,"FACULDADE CAMBURY DE FORMOSA","Privada com fins lucrativos",CAMBURY,Faculdade
2120,18059,"FACULDADE SANTO ANTONIO DE QUEIMADAS","Privada com fins lucrativos",FSAQ,Faculdade
2121,2246,"FACULDADE METROPOLITANA DE CIENCIAS E TECNOLOGIA","Privada com fins lucrativos",FAMEC,Faculdade
2122,1301,"INSTITUTO MATONENSE MUNICIPAL DE ENSINO SUPERIOR","Privada sem fins lucrativos",IMMES,Faculdade
2123,17831,"Faculdade de Tecnologia e Negócios de Catalao","Privada com fins lucrativos",FATENC,Faculdade
2124,17854,"FACULDADE CAPITAL FEDERAL","Privada com fins lucrativos",FECAF,Faculdade
2125,17876,"FACULDADE ESPÍRITO SANTO","Privada sem fins lucrativos",FAES,Faculdade
2126,17882,"FACULDADE ESCOLA POLITÉCNICA DE INOVAÇÃO E CONHECIMENTO APLICADO","Privada com fins lucrativos",ÉPICA,Faculdade
2127,17886,"Faculdade de Educaçao Sul do Piauí","Privada com fins lucrativos",,Faculdade
2128,17887,"Faculdade de Ciências Médicas de Sao José dos Campos","Privada com fins lucrativos",,Faculdade
2129,18253,"FACULDADE VALE DO AÇO","Privada com fins lucrativos",FAVALE,Faculdade
2130,4199,"Faculdade JK Brasília - Recanto das Emas II","Privada sem fins lucrativos",,Faculdade
2131,4042,"Faculdade JK Brasília - Recanto das Emas","Privada com fins lucrativos","JK BSB RE",Faculdade
2132,18035,"Escola Brasileira de Medicina Chinesa","Privada sem fins lucrativos",EBRAMEC,Faculdade
2133,17926,"Faculdade de Ensino Superior Paschoal Dantas","Privada com fins lucrativos",,Faculdade
2134,19586,"FACULDADE UNITÀ","Privada com fins lucrativos",UNITÀ,Faculdade
2135,17928,"Faculdade Aliança Educacional do Estado de Sao Paulo","Privada com fins lucrativos",,Faculdade
2136,4632,"FACULDADE IDEAU DE CAXIAS DO SUL","Privada com fins lucrativos",IDEAU,Faculdade
2137,11604,"FACULDADE SANTA RITA DE CHAPECÓ","Privada sem fins lucrativos",,Faculdade
2138,4633,"Faculdade IDEAU de Passo Fundo","Privada com fins lucrativos",IDEAU,Faculdade
2139,13359,"FACULDADE IDEAU DE BAGÉ","Privada com fins lucrativos",IDEAU,Faculdade
2140,18025,"FACULDADE DE EDUCAÇÃO SUPERIOR DE CHAPECÓ","Privada com fins lucrativos",FACESC,Faculdade
2141,19374,"FACULDADE SANTA LUZIA","Privada com fins lucrativos",FSL,Faculdade
2142,17982,"Faculdade Rhema","Privada com fins lucrativos",FACUR,Faculdade
2143,18106,"FACULDADE COELHO NETO","Privada com fins lucrativos",FACNET,Faculdade
2144,18019,"Faculdade do Educador","Privada sem fins lucrativos",FEDUC,Faculdade
2145,18046,"FACULDADE ILAPEO","Privada com fins lucrativos",ILAPEO,Faculdade
2146,18034,"Centro de Ensino Superior Riograndese","Privada com fins lucrativos",CESURG,Faculdade
2147,18062,"Faculdade Marechal Rondon","Privada sem fins lucrativos",,Faculdade
2148,18067,"CISNE - Faculdade Tecnológica de Quixadá","Privada com fins lucrativos",CFTQ,Faculdade
2149,18065,"CISNE - FACULDADE DE QUIXADÁ","Privada com fins lucrativos",CFQ,Faculdade
2150,18072,"FACULDADE CEAT","Privada sem fins lucrativos",FACEAT,Faculdade
2151,18051,"Faculdades de Ciências e Tecnologia do Nordeste LTDA","Privada com fins lucrativos",FACINE,Faculdade
2152,18073,"Faculdade Fasipe Cuiabá","Privada com fins lucrativos",FFC,Faculdade
2153,18077,"Faculdade Cosmopolita","Privada com fins lucrativos",,Faculdade
2154,589,"UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO","Pública Federal",UFERSA,Universidade
2155,19130,"FACULDADE SERRA GERAL","Privada com fins lucrativos",FASG,Faculdade
2156,18148,"FACULDADE CONHECIMENTO & CIÊNCIA","Privada com fins lucrativos",FCC,Faculdade
2157,18114,"Faculdade Fasipe Mato Grosso","Privada com fins lucrativos",FFMT,Faculdade
2158,18288,"Faculdade Latino-americana","Privada sem fins lucrativos",FLAM,Faculdade
2159,18133,"Faculdade Unida de Campinas Goiânia - FACUNICAMPS GOIÂNIA","Privada com fins lucrativos",FACUNICAMPS,Faculdade
2160,18165,"Fundaçao Universidade Virtual do Estado de Sao Paulo","Pública Estadual",UNIVESP,Universidade
2161,18167,"Faculdade CEPEP","Privada sem fins lucrativos",,Faculdade
2162,18267,"FACULDADE INTEGRADA DE GESTÃO E MEIO AMBIENTE","Privada com fins lucrativos",FACIGMA,Faculdade
2163,2827,"FACULDADE EVANGÉLICA DO PIAUI","Privada com fins lucrativos",FAEPI,Faculdade
2164,21995,"Faculdade de Tecnologia Senac Curitiba","Privada sem fins lucrativos",,Faculdade
2165,21821,"Faculdade de Tecnologia Senac Maringá","Privada sem fins lucrativos",,Faculdade
2166,18319,"FACULDADES INTEGRADAS VITAL BRAZIL","Privada com fins lucrativos",FVB,Faculdade
2167,1292,"Centro Universitário de Adamantina",Especial,FAI,"Centro Universitário"
2168,3939,"FACULDADE ALIANÇA DE ITABERAI","Privada com fins lucrativos",,Faculdade
2169,18478,"Faculdade Paulo Picanço","Privada com fins lucrativos",FACPP,Faculdade
2170,18799,"Faculdade Itataia","Privada sem fins lucrativos",FACIT,Faculdade
2171,18463,"FACULDADE DE ADMINISTRAÇÃO  HUMANAS E EXATAS","Privada com fins lucrativos",FAHE,Faculdade
2172,18509,"FACULDADE SOLIDÁRIA DE SOBRADINHO","Privada sem fins lucrativos",FASOL,Faculdade
2173,18372,"FACULDADE SOLIDARIA DO OESTE PAULISTA","Privada sem fins lucrativos",FASOL,Faculdade
2174,4780,"FACULDADE DE CIÊNCIAS DA SAÚDE DE UNAÍ","Privada sem fins lucrativos",FACISA,Faculdade
2175,2539,"FACULDADE EVANGÉLICA DO MEIO NORTE","Privada sem fins lucrativos",FAEME,Faculdade
2176,652,"FACULDADE SANTA CECÍLIA","Privada sem fins lucrativos",FASC,Faculdade
2177,3365,"FACULDADE SÃO FRANCISCO DE JUAZEIRO","Privada com fins lucrativos",FASJ,Faculdade
2178,18440,"UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARÁ","Pública Federal",UNIFESSPA,Universidade
2179,19319,"FACULDADE METROPOLITANA DE TERESINA","Privada com fins lucrativos",,Faculdade
2180,18703,"Faculdade JK Brasília Asa Sul II","Privada com fins lucrativos",JK,Faculdade
2181,18616,"FACULDADE ÁGORA - FAG","Privada com fins lucrativos",FAG,Faculdade
2182,18637,"Faculdade ImesMercosur","Privada sem fins lucrativos",ImesMercosur,Faculdade
2183,1576,"INSTITUTO DE ENSINO SUPERIOR BLAURO CARDOSO DE MATTOS","Privada sem fins lucrativos",FASERRA,Faculdade
2184,18471,"Faculdade de Ciências Médicas Aggeu Magalhaes","Privada com fins lucrativos",FAMA,Faculdade
2185,2041,"FACULDADE SUDAMÉRICA","Privada sem fins lucrativos",SUDAMÉRICA,Faculdade
2186,2775,"Faculdades Integradas Desembargador Sávio Brandao","Privada com fins lucrativos",FAUSB,Faculdade
2187,2330,"Faculdade Cândido Rondon","Privada com fins lucrativos",FCR,Faculdade
2188,15445,"FACULDADE DA INDÚSTRIA CURITIBA","Privada sem fins lucrativos",FAIND/CTBA,Faculdade
2189,1400,"FACULDADE DA INDÚSTRIA SÃO JOSÉ DOS PINHAIS","Privada sem fins lucrativos",FAIND/SJP,Faculdade
2190,18516,"FACULDADE MIRIENSE","Privada com fins lucrativos",,Faculdade
2191,18506,"UNIVERSIDADE FEDERAL DO OESTE DA BAHIA","Pública Federal",UFOB,Universidade
2192,19408,"Faculdade AGES de Jacobina","Privada com fins lucrativos","Faculdade AGES",Faculdade
2193,18735,"Faculdade AGES de Lagarto","Privada com fins lucrativos","Faculdade AGES",Faculdade
2194,18708,"Faculdade AGES de Senhor do Bonfim","Privada com fins lucrativos","Faculdade AGES",Faculdade
2195,18700,"Faculdade AGES de Jeremoabo","Privada com fins lucrativos",AGES,Faculdade
2196,18646,"Faculdade Evoluçao do Vale do Acaraú","Privada com fins lucrativos",FAEVA,Faculdade
2197,18623,"FACULDADE DE ESTUDOS SUPERIORES DO MARANHÃO","Privada com fins lucrativos",FESCEMP,Faculdade
2198,18659,"Faculdade Pitágoras do Ceará","Privada com fins lucrativos",,Faculdade
2199,18636,"Faculdade da Regiao Sisaleira","Privada com fins lucrativos",FARESI,Faculdade
2200,20607,"Faculdade de Tecnologia e Ciências - FTC Petrolina","Privada com fins lucrativos","FTC Petrolina",Faculdade
2201,20606,"Faculdade de Tecnologia e Ciências","Privada com fins lucrativos","FTC Juazeiro",Faculdade
2202,18711,"Faculdade de Tecnologia e Ciências","Privada com fins lucrativos","FTC Sao Paulo",Faculdade
2203,1738,"Faculdade Sao Lucas Porto Velho","Privada com fins lucrativos",FSL,Faculdade
2204,450,"Centro Universitário Sao Lucas Ji-Paraná","Privada com fins lucrativos",UniSL,"Centro Universitário"
2205,18667,"FACULDADE SÃO LUCAS DE CAÇAPAVA","Privada com fins lucrativos",FSL,Faculdade
2206,18684,"Faculdade Santa Teresa","Privada com fins lucrativos",,Faculdade
2207,18729,"Faculdade Latino Americano de Educaçao","Privada com fins lucrativos",FLAED,Faculdade
2208,22101,"Faculdade de Educaçao de Patos de Minas","Privada com fins lucrativos",FAEP,Faculdade
2209,18749,"Faculdade de Elesbao Veloso","Privada com fins lucrativos",FAEVE,Faculdade
2210,19325,"Faculdade do Centro Oeste Paulista","Privada com fins lucrativos",FACOP,Faculdade
2211,1716,"Centro Universitário Uniao das Américas","Privada sem fins lucrativos",UNIAMÉRICA,"Centro Universitário"
2212,18759,"UNIVERSIDADE FEDERAL DO CARIRI","Pública Federal",UFCA,Universidade
2213,1809," INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DE PERNAMBUCO","Pública Federal",IFPE,"Instituto Federal de Educaçao Ciência e Tecnologia"
2214,1932,"FACULDADE PALOTINA","Privada sem fins lucrativos",FAPAS,Faculdade
2215,18812,"UNIVERSIDADE FEDERAL DO SUL DA BAHIA","Pública Federal",UFSB,Universidade
2216,3232,"FI - FACULDADE IGUAÇU","Privada com fins lucrativos",FI,Faculdade
2217,18814,"Faculdade Ibiapaba","Privada com fins lucrativos",,Faculdade
2218,12748,"FETAC - FACULDADE DE EDUCAÇÃO  TECNOLOGIA E ADMINISTRAÇÃO DE CAARAPÓ","Privada com fins lucrativos",FETAC,Faculdade
2219,1933,"FACULDADE BIRIGUI","Privada com fins lucrativos",FABI,Faculdade
2220,516,"CENTRO UNIVERSITÁRIO DO RIO DE JANEIRO","Privada sem fins lucrativos",UNIRJ,"Centro Universitário"
2221,493,"FACULDADE DE EDUCAÇÃO DE GUARATINGUETÁ","Privada sem fins lucrativos",FACEG,Faculdade
2222,225,"FACULDADE DE SANTO ANDRÉ","Privada sem fins lucrativos",,Faculdade
2223,492,"FACULDADE DE ADMINISTRAÇÃO CIÊNCIAS ECON E CONTÁBEIS DE GUARATINGUETÁ","Privada sem fins lucrativos",FACEAG,Faculdade
2224,1835,"Faculdade de Colinas do Tocantins","Privada com fins lucrativos",,Faculdade
2225,994,"Faculdade de Duque de Caxias","Privada sem fins lucrativos",FDC,Faculdade
2226,1816,"INSTITUTO DE ENSINO SUPERIOR DE BAURU","Privada com fins lucrativos",IESB,Faculdade
2227,1804,"FACULDADE DE MAUÁ - FAMA","Privada sem fins lucrativos",FAMA,Faculdade
2228,915,"FACULDADE DE ADMINISTRAÇÃO DE FÁTIMA DO SUL","Privada sem fins lucrativos",FAFS,Faculdade
2229,5217,"FACULDADES INTEGRADAS PAULISTA","Privada com fins lucrativos",FIP,Faculdade
2230,886,"FACULDADE DE HORTOLÂNDIA","Privada com fins lucrativos",FACH,Faculdade
2231,1711,"FACULDADE DE PRESIDENTE PRUDENTE","Privada com fins lucrativos",FAPEPE,Faculdade
2232,1686,"FACULDADE BARDDAL DE ARTES APLICADAS","Privada com fins lucrativos",,Faculdade
2233,4681,"FACULDADE CENTRO PAULISTANO","Privada sem fins lucrativos",,Faculdade
2234,202,"FACULDADE DO RIO DE JANEIRO","Privada com fins lucrativos",,Faculdade
2235,4442,"ESCOLA SUPERIOR PAULISTA DE ADMINISTRAÇÃO - ESPA","Privada com fins lucrativos",ESPA,Faculdade
2236,4293,"FACULDADE DE TIETÊ","Privada com fins lucrativos",,Faculdade
2237,1619,"FACULDADE DE OLÍMPIA","Privada com fins lucrativos",,Faculdade
2238,416,"FACULDADE DE SÃO PAULO","Privada com fins lucrativos",FASP,Faculdade
2239,779,"FACULDADE DE PONTA PORÃ","Privada com fins lucrativos",FAP,Faculdade
2240,4029,"FACULDADE DE SANTA BÁRBARA D'OESTE","Privada com fins lucrativos",FAP,Faculdade
2241,1581,"FACULDADE DE SANTA LUZIA","Privada sem fins lucrativos",FACSAL,Faculdade
2242,1562,"FACULDADE DE ILHA SOLTEIRA","Privada sem fins lucrativos",FAISA,Faculdade
2243,1545,"FACULDADE DE BOITUVA","Privada sem fins lucrativos",FIB,Faculdade
2244,3793,"FACULDADE DE FRUTAL","Privada com fins lucrativos",FAF,Faculdade
2245,723,"FACULDADE DE ADMINISTRAÇÃO DE ASSIS","Privada sem fins lucrativos",FAA,Faculdade
2246,3743,"FACULDADE DE JACAREÍ","Privada com fins lucrativos",,Faculdade
2247,722,"ESCOLA DE EDUCAÇÃO FÍSICA DE ASSIS","Privada sem fins lucrativos",EEFA,Faculdade
2248,721,"FACULDADE DE EDUCAÇÃO DE ASSIS","Privada sem fins lucrativos",FAEDA,Faculdade
2249,1465,"FACULDADE DE RIBEIRÃO PRETO","Privada com fins lucrativos",AFARP,Faculdade
2250,1463,"FACULDADE DE BARUERI","Privada sem fins lucrativos",FCGB,Faculdade
2251,3513,"FACULDADE DE PRESIDENTE VENCESLAU","Privada com fins lucrativos",FAPREV,Faculdade
2252,3456,"FACULDADE POLITÉCNICA DE CAMPINAS","Privada sem fins lucrativos",POLICAMP,Faculdade
2253,371,"FACULDADE DE MÚSICA CARLOS GOMES","Privada com fins lucrativos",FMCG,Faculdade
2254,3400,"FACULDADE DE PENÁPOLIS","Privada com fins lucrativos",,Faculdade
2255,1449,"FACULDADE DE IBAITI","Privada sem fins lucrativos",FEATI,Faculdade
2256,3230,"FACULDADE LUIZ EDUARDO MAGALHÃES","Privada sem fins lucrativos",FILEM,Faculdade
2257,3186,"FACULDADE DE SÃO ROQUE","Privada com fins lucrativos",FAEV,Faculdade
2258,2927,"FACULDADE DE BELO HORIZONTE","Privada com fins lucrativos",FDR,Faculdade
2259,2891,"FACULDADE BARÃO DE PIRATININGA","Privada com fins lucrativos",AES,Faculdade
2260,2879,"FACULDADE DE CAIEIRAS","Privada sem fins lucrativos",,Faculdade
2261,339,"FACULDADE DE JOÃO PESSOA (SANTA EMÍLIA DO RODAT)","Privada sem fins lucrativos",,Faculdade
2262,1313,"FACULDADE DE SUZANO","Privada sem fins lucrativos",UNISUZ,Faculdade
2263,1304,"FACULDADE DE RIBEIRÃO PIRES","Privada sem fins lucrativos",,Faculdade
2264,2530,"FACULDADE DE GUARULHOS","Privada com fins lucrativos",FAG,Faculdade
2265,1291,"FACULDADE DE SANTO ANTONIO DA PLATINA","Privada com fins lucrativos",,Faculdade
2266,1275,"FACULDADE DO GUARUJÁ","Privada com fins lucrativos",FAGU,Faculdade
2267,1247,"FACULDADE DE CIÊNCIAS CONTÁBEIS DE NOVA ANDRADINA - FACINAN","Privada sem fins lucrativos",FACINAN,Faculdade
2268,2257,"FACULDADE DIADEMA","Privada sem fins lucrativos",FAD,Faculdade
2269,1213,"FACULDADE FLEMING","Privada sem fins lucrativos",SEF,Faculdade
2270,1212,"FACULDADE DE CIÊNCIAS CONTÁBEIS DE ASSIS","Privada sem fins lucrativos",FCCA,Faculdade
2271,1194,"FACULDADE DE TECNOLOGIA DE PONTA PORÃ","Privada com fins lucrativos",FATEP,Faculdade
2272,17839,"FACULDADE DE DRACENA","Privada com fins lucrativos",,Faculdade
2273,2131,"FACULDADE DE SÃO BERNARDO DO CAMPO","Privada com fins lucrativos",FAPAN,Faculdade
2274,270,"FACULDADE DE TUPÃ","Privada com fins lucrativos",,Faculdade
2275,2054,"FACULDADE DE EDUCAÇÃO DE NOVA ANDRADINA","Privada sem fins lucrativos",FENA,Faculdade
2276,2039,"FACULDADE CIDADE LUZ","Privada com fins lucrativos",FACILUZ,Faculdade
2277,2009,"FACULDADE DE TAQUARITINGA","Privada com fins lucrativos",FTGA,Faculdade
2278,1118,"FACULDADE DE MIRASSOL","Privada com fins lucrativos",,Faculdade
2279,1096,"FACULDADE DE PRESIDENTE EPITÁCIO - FAPE","Privada com fins lucrativos",FAPE,Faculdade
2280,362,"FACULDADE PAULISTA DE SERVIÇO SOCIAL","Privada com fins lucrativos",FAPSS-SP.,Faculdade
2281,18826,"Faculdade FILOS","Privada com fins lucrativos",,Faculdade
2282,19210,"Faculdades Integradas de Taguaí","Privada com fins lucrativos",FIT,Faculdade
2283,2015,"INSTITUTO SANTO TOMÁS DE AQUINO","Privada sem fins lucrativos",ISTA,Faculdade
2284,19281,"FACULDADE ATAME","Privada com fins lucrativos",ATAME,Faculdade
2285,18896,"Soberana Faculdade de Saúde de Petrolina","Privada com fins lucrativos",SOBERANA,Faculdade
2286,21685,"Faculdade Gil Gal","Privada com fins lucrativos",GILGAL,Faculdade
2287,4889,"FACULDADE DE CONCHAS","Privada com fins lucrativos",,Faculdade
2288,18952,"Faculdade FAMART","Privada com fins lucrativos",,Faculdade
2289,19251,"FACULDADE PÓLIS CIVITAS","Privada com fins lucrativos",,Faculdade
2290,19173,"FACULDADES INTEGRADAS DO CEARÁ - UniFIC","Privada com fins lucrativos","FACULDADE UniFIC",Faculdade
2291,19049,"FACULDADE INTEGRADA DE VILA VELHA","Privada com fins lucrativos","MULTIVIX VILA V",Faculdade
2292,18979,"FACULDADE CAPIXABA DE VILA VELHA","Privada com fins lucrativos","MULTIVIX VILA V",Faculdade
2293,19297,"FACULDADE PIO DECIMO DE CANINDE DO SAO FRANCISCO","Privada com fins lucrativos",FAPIDE,Faculdade
2294,18978,"Faculdade Rebouças de Campina Grande","Privada com fins lucrativos",,Faculdade
2295,19196,"Faculdade IDD","Privada com fins lucrativos",IDD,Faculdade
2296,19189,"FIP - FACULDADE DE IPORÃ PARANÁ","Privada com fins lucrativos",FIP,Faculdade
2297,19197,"FACULDADE NIP DE CIÊNCIAS APLICADAS","Privada sem fins lucrativos",FANIP,Faculdade
2298,19216,"FACULDADE METROPOLITANA RECANTO DAS EMAS","Privada com fins lucrativos",FMRE,Faculdade
2299,19198,"FACULDADE DE TECNOLOGIA E EDUCAÇÃO DE GOIÁS","Privada com fins lucrativos",FATEG,Faculdade
2300,19287,"Faculdade do Centro Maranhense","Privada com fins lucrativos",FCMA,Faculdade
2301,19219,"FACULDADE DO DISTRITO FEDERAL","Privada com fins lucrativos",FACDF,Faculdade
2302,21757,"Faculdade Sul Mineira","Privada com fins lucrativos",FASULMG,Faculdade
2303,19716,"Faculdade Integral de Jaboatao dos Guararapes","Privada com fins lucrativos",FIJ,Faculdade
2304,19369,"Faculdade Martinho Lutero","Privada com fins lucrativos",FML,Faculdade
2305,1866,"Faculdade de Ciências Educacionais e Empresariais de Natal","Privada sem fins lucrativos",FACEN,Faculdade
2306,2514,"Faculdade de Ciências Educacionais do Rio Grande do Norte","Privada sem fins lucrativos",FACERN,Faculdade
2307,19853,"ATOPP BRASIL FACULDADE DE NEGÓCIOS","Privada com fins lucrativos","ATOPP BRASIL",Faculdade
2308,19349,"Faculdade do Instituto Panamericano","Privada com fins lucrativos",FACIPAN,Faculdade
2309,19348,"Faculdade de Tecnologia Ícone","Privada com fins lucrativos",FACTI,Faculdade
2310,19465,"Faculdade Metropolitana de Petrolina","Privada com fins lucrativos",FAM,Faculdade
2311,19476,"EMGE - ESCOLA DE ENGENHARIA","Privada sem fins lucrativos",,Faculdade
2312,20481,"Faculdade de Bragança","Privada com fins lucrativos",FABRA,Faculdade
2313,1956,"FACULDADE REGIONAL BRASILEIRA - MACEIÓ","Privada sem fins lucrativos",IBESA,Faculdade
2314,15428,"Faculdade UNIRB - NATAL","Privada sem fins lucrativos","F. UNIRB",Faculdade
2315,3182,"Faculdade UNIRB - ARAPIRACA","Privada com fins lucrativos","F. UNIRB",Faculdade
2316,2444,"Faculdade Unirb - Barreiras","Privada sem fins lucrativos","F. UNIRB",Faculdade
2317,17896,"FACULDADE BRASILEIRA DE TECNOLOGIA","Privada com fins lucrativos",FBT,Faculdade
2318,19963,"FACULDADE DE ODONTOLOGIA DO NORTE DE MINAS","Privada com fins lucrativos",FACIONORTE,Faculdade
2319,19670,"Faculdade de Ciências da Saúde Moinhos de Vento","Privada sem fins lucrativos",FACSMV,Faculdade
2320,19512,"INSTITUTO MASTER DE ENSINO PRESIDENTE ANTÔNIO CARLOS","Privada com fins lucrativos",IMEPAC,Faculdade
2321,19554,"INSTITUTO EDUCACIONAL SUPERIOR E PROFISSIONAL","Privada com fins lucrativos",IESP,Faculdade
2322,1865,"Faculdade Alvorada Paulista","Privada com fins lucrativos",FALP,Faculdade
2323,3839,"Faculdade IPEMED de Ciências Médicas","Privada com fins lucrativos",IPEMED,Faculdade
2324,19565,"Faculdade Tecnológica de Pernambuco","Privada com fins lucrativos",FATEPE,Faculdade
2325,3304,"CENTRO UNIVERSITÁRIO DE PATOS","Privada com fins lucrativos",UNIFIP,"Centro Universitário"
2326,21494,"FACULDADES INTEGRADAS DE PATOS","Privada com fins lucrativos",FIP,Faculdade
2327,19555,"Favenorte de Porteirinha","Privada com fins lucrativos",FAVEPORT,Faculdade
2328,19563,"FACULDADE DE ADMINISTRAÇÃO E CIÊNCIAS ECONÔMICAS LTDA","Privada com fins lucrativos",FACEC,Faculdade
2329,19842,"CENTRO DE ENSINO SUPERIOR DE BACABEIRA","Privada com fins lucrativos",CESBA,Faculdade
2330,19632,"FACULDADE DAMA","Privada com fins lucrativos",,Faculdade
2331,19635,"Faculdade de Ensino Superior Pelegrino Cipriani","Privada com fins lucrativos",FASPEC,Faculdade
2332,19607,"FACULDADE SANTISSIMA TRINDADE","Privada com fins lucrativos",FAST,Faculdade
2333,20052,"Faculdade ABC de Goiânia","Privada com fins lucrativos",FABC,Faculdade
2334,481,"Universidade Universus Veritas Guarulhos","Privada sem fins lucrativos","Univeritas UNG",Universidade
2335,3675,"Sinal Faculdade de Ciências Humanas e Sociais","Privada sem fins lucrativos",SINAL,Faculdade
2336,19816,"Faculdades Impactos Brasil","Privada com fins lucrativos",FACIB,Faculdade
2337,20636,"Faculdade Trilógica Keppe & Pacheco","Privada com fins lucrativos","Keppe & Pacheco",Faculdade
2338,20200,"Faculdade Padre Cícero","Privada com fins lucrativos",,Faculdade
2339,19674,"Faculdade do Vale do Sao Francisco","Privada com fins lucrativos",FAVASF,Faculdade
2340,19860,"FACULDADE CONCEITO EDUCACIONAL","Privada com fins lucrativos",FACCON,Faculdade
2341,19727,"FACULDADE REPUBLICANA BRASILEIRA","Privada sem fins lucrativos",FRBr,Faculdade
2342,19909,ICTQ/PGE,"Privada com fins lucrativos",ICTQ/PGE,Faculdade
2343,19861,"Faculdade de Santana de Parnaíba","Privada sem fins lucrativos",FASP,Faculdade
2344,20106,"FACULDADE STBNB","Privada sem fins lucrativos",,Faculdade
2345,21240,"FACULDADE UNIRB - PIAUÍ","Privada com fins lucrativos","F. UNIRB",Faculdade
2346,5473,"FACULDADE DE CIÊNCIAS E TECNOLOGIA DA BAHIA","Privada com fins lucrativos",FACITE,Faculdade
2347,12946,"FACULDADE DE MATO GROSSO","Privada com fins lucrativos",FAMAT,Faculdade
2348,3648,"INSTITUTO DE ENSINO SUPERIOR DE CUIABÁ","Privada com fins lucrativos",,Faculdade
2349,590,"UNIVERSIDADE FEDERAL RURAL DA AMAZÔNIA","Pública Federal",UFRA,Universidade
2350,1312,"FACULDADES INTEGRADAS DE RONDONÓPOLIS","Privada com fins lucrativos",FAIR,Faculdade
2351,20328,"FACULDADE DE ODONTOLOGIA DA APCD","Privada com fins lucrativos",FAOA,Faculdade
2352,21654,"Faculdade de Engenharia e Agrimensura de Sao Paulo","Privada sem fins lucrativos",FEASP,Faculdade
2353,20053,"FACULDADE UNIMED","Privada sem fins lucrativos",,Faculdade
2354,3303,"Faculdade Invest de Ciências e Tecnologia","Privada sem fins lucrativos",INVEST,Faculdade
2355,21681,"FACULDADE UNIVEST DE EDUCAÇÃO","Privada com fins lucrativos",UNIVEST,Faculdade
2356,20122,"FACULDADE DOMUS SAPIENS","Privada com fins lucrativos",FDS,Faculdade
2357,20100,"Instituto Leya de Educaçao Superior","Privada com fins lucrativos",Leya,Faculdade
2358,20110,"Faculdade de Tecnologia e Administraçao Edufor","Privada com fins lucrativos",EDUFOR,Faculdade
2359,20105,"Faculdade de Ciências e Saúde Edufor","Privada com fins lucrativos",EDUFOR,Faculdade
2360,1637,"FACULDADE DE CIÊNCIAS JURÍDICAS E SOCIAIS DE MACEIÓ","Privada com fins lucrativos",FAMA,Faculdade
2361,20615,"Faculdade do Sertao Central","Privada com fins lucrativos",FASEC,Faculdade
2362,22245,"FACULDADE DO CARIRI PARAIBANO","Privada com fins lucrativos",UNICIR,Faculdade
2363,20455,"Faculdade de Tecnologia Avançada","Privada com fins lucrativos",,Faculdade
2364,20410,"Faculdade de Indiara","Privada com fins lucrativos",FAIND,Faculdade
2365,4629,"Faculdade Innovare","Privada com fins lucrativos",FACINN,Faculdade
2366,20499,"Faculdade da Polícia Militar","Privada sem fins lucrativos",FPM,Faculdade
2367,2688,"FACULDADE INESP - INSTITUTO NACIONAL DE ENSINO E PESQUISA","Privada com fins lucrativos",INESP,Faculdade
2368,3336,"UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL","Pública Estadual",UERGS,Universidade
2369,20586,"Faculdade Van Gogh","Privada com fins lucrativos",FVG,Faculdade
2370,20476,"Faculdade ANCLIVEPA","Privada com fins lucrativos",ANCLIVEPA,Faculdade
2371,20494,"Faculdade Autônoma do Brasil - Maceió","Privada com fins lucrativos","FBR Maceió",Faculdade
2372,21459,"FACULDADE DOM BOSCO DE MARINGA","Privada com fins lucrativos","DOM BOSCO",Faculdade
2373,20605,"Faculdades Sulamérica Bahia","Privada com fins lucrativos",,Faculdade
2374,20530,"Faculdade Marquês de Olinda","Privada sem fins lucrativos",FMO,Faculdade
2375,21444,"Faculdade Ágape de Sao Félix","Privada com fins lucrativos",,Faculdade
2376,20541,"FACULDADE DO INSTITUTO SUPERIOR DE EDUCAÇÃO - ISE","Privada com fins lucrativos",ISE,Faculdade
